"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Jahmyr Gibbs",DET,"vs. GB","3 out of 5 stars","A+","20.4"
"2","Christian McCaffrey",SF,"at CLE","1 out of 5 stars","A+","19.7"
"3","Jonathan Taylor",IND,"vs. HOU","3 out of 5 stars","A+","18.5"
"4","De'Von Achane",MIA,"vs. NO","3 out of 5 stars","A","18.4"
"5","Bijan Robinson",ATL,"at NYJ","3 out of 5 stars","A","18.0"
"6","Derrick Henry",BAL,"vs. CIN","4 out of 5 stars","A","17.7"
"7","James Cook III",BUF,"at PIT","3 out of 5 stars","A","16.0"
"8","Chase Brown",CIN,"at BAL","4 out of 5 stars","A-","15.4"
"9","Saquon Barkley",PHI,"vs. CHI","4 out of 5 stars","A-","15.3"
"10","TreVeyon Henderson",NE,"vs. NYG","4 out of 5 stars","A-","14.6"
"11","Kyren Williams",LAR,"at CAR","4 out of 5 stars","A-","13.8"
"12","Breece Hall",NYJ,"vs. ATL","3 out of 5 stars","B+","13.6"
"13","Travis Etienne Jr.",JAC,"at TEN","5 out of 5 stars","B+","13.5"
"14","Josh Jacobs",GB,"at DET","2 out of 5 stars","B+","13.4"
"15","Rico Dowdle",CAR,"vs. LAR","2 out of 5 stars","B","13.4"
"16","Ashton Jeanty",LV,"at LAC","3 out of 5 stars","B+","13.3"
"17","Javonte Williams",DAL,"vs. KC","2 out of 5 stars","B","12.9"
"18","Jaylen Warren",PIT,"vs. BUF","4 out of 5 stars","B","12.9"
"19","RJ Harvey",DEN,"at WAS","4 out of 5 stars","B","12.4"
"20","Bucky Irving",TB,"vs. ARI","4 out of 5 stars","B-","11.9"
"21","Kenneth Walker III",SEA,"vs. MIN","3 out of 5 stars","B-","11.4"
"22","Quinshon Judkins",CLE,"vs. SF","3 out of 5 stars","B-","11.4"
"23","Woody Marks",HOU,"at IND","2 out of 5 stars","B-","11.0"
"24","Kareem Hunt",KC,"at DAL","4 out of 5 stars","C+","10.2"
"25","Aaron Jones Sr.",MIN,"at SEA","2 out of 5 stars","C+","9.9"
"26","D'Andre Swift",CHI,"at PHI","3 out of 5 stars","C+","9.9"
""
"27","Kenneth Gainwell",PIT,"vs. BUF","4 out of 5 stars","C+","9.8"
"28","Tyrone Tracy Jr.",NYG,"at NE","2 out of 5 stars","C","9.6"
"29","Devin Neal",NO,"at MIA","4 out of 5 stars","C","9.5"
"30","Kimani Vidal",LAC,"vs. LV","2 out of 5 stars","C","9.4"
"31","David Montgomery",DET,"vs. GB","3 out of 5 stars","C","9.4"
