"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Jaxon Smith-Njigba",SEA,"at SF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","17.8"
"2","Puka Nacua",LAR,"vs. ARI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","17.8"
"3","Ja'Marr Chase",CIN,"vs. CLE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","16.7"
"4","CeeDee Lamb",DAL,"at NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","A+","15.5"
"5","Amon-Ra St. Brown",DET,"at CHI","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A+","14.5"
"6","Nico Collins",HOU,"vs. IND","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","14.2"
"7","George Pickens",DAL,"at NYG","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","13.3"
"8","Michael Wilson",ARI,"at LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","A","12.4"
"9","Mike Evans",TB,"vs. CAR","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","12.3"
"10","Jameson Williams",DET,"at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","A","12.0"
"11","Courtland Sutton",DEN,"vs. LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","A","11.9"
"12","Zay Flowers",BAL,"at PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","A","11.4"
"13","Drake London",ATL,"vs. NO","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","11.4"
"14","Stefon Diggs",NE,"vs. MIA","Coach Upside rating","Coach Bust rating","5 out of 5 stars","A","11.1"
"15","Jakobi Meyers",JAC,"vs. TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","A","10.9"
"16","Tetairoa McMillan",CAR,"at TB","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","10.7"
"17","Luther Burden III",CHI,"vs. DET","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","10.6"
"18","Justin Jefferson",MIN,"vs. GB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A-","10.4"
"19","Tee Higgins",CIN,"vs. CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","A-","10.3"
"20","Jauan Jennings",SF,"vs. SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","A-","10.2"
"21","Parker Washington",JAC,"vs. TEN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B+","10.2"
"22","Terry McLaurin",WAS,"at PHI","Coach Upside rating","Coach Bust rating","1 out of 5 stars","B+","9.8"
"23","Brian Thomas Jr.",JAC,"vs. TEN","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B+","9.8"
"24","Jaylen Waddle",MIA,"at NE","Coach Upside rating","Coach Bust rating","4 out of 5 stars","B","9.6"
"25","DJ Moore",CHI,"vs. DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","B","9.3"
"26","Chris Godwin Jr.",TB,"vs. CAR","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B","9.1"
""
"27","Deebo Samuel Sr.",WAS,"at PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","B","9.1"
"28","Darius Slayton",NYG,"vs. DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","B","9.0"
"29","Adonai Mitchell",NYJ,"at BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","B-","8.9"
"30","Jerry Jeudy",CLE,"at CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","B-","8.8"
"31","Tre Tucker",LV,"vs. KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","8.7"
"32","Jordan Addison",MIN,"vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","B-","8.6"
"33","Khalil Shakir",BUF,"vs. NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","C+","8.0"
"34","Michael Pittman Jr.",IND,"at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","C+","7.9"
"35","Chimere Dike",TEN,"at JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","C+","7.8"
"36","Jalen Coker",CAR,"at TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","C+","7.8"
"37","Troy Franklin",DEN,"vs. LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","C","7.7"
