"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Trey McBride",ARI,"vs. GB","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A+","11.8"
"2","Tyler Warren",IND,"at LAC","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","11.0"
"3","Sam LaPorta",DET,"vs. TB","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","10.6"
"4","George Kittle",SF,"vs. ATL","Coach Upside rating","Coach Bust rating","1 out of 5 stars","A","10.0"
"5","Tucker Kraft",GB,"at ARI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","9.6"
"6","Jake Ferguson",DAL,"vs. WAS","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","9.2"
"7","Travis Kelce",KC,"vs. LV","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","9.1"
"8","Dallas Goedert",PHI,"at MIN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","9.1"
"9","Harold Fannin Jr.",CLE,"vs. MIA","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","8.8"
"10","Michael Mayer",LV,"at KC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C+","8.7"
"11","Zach Ertz",WAS,"at DAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","8.4"
"12","Hunter Henry",NE,"at TEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","7.8"
"13","Darren Waller",MIA,"at CLE","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","7.5"
"14","Kyle Pitts Sr.",ATL,"at SF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","7.1"
"15","Cade Otton",TB,"at DET","Coach Upside rating","Coach Bust rating","3 out of 5 stars","C","7.1"
"16","Mason Taylor",NYJ,"vs. CAR","Coach Upside rating","Coach Bust rating","5 out of 5 stars","C-","7.1"
"17","T.J. Hockenson",MIN,"vs. PHI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D+","7.0"
"18","Evan Engram",DEN,"vs. NYG","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D","6.9"
"19","Theo Johnson",NYG,"at DEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D","6.4"
"20","Jonnu Smith",PIT,"at CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D","6.4"
"21","Oronde Gadsden II",LAC,"vs. IND","Coach Upside rating","Coach Bust rating","4 out of 5 stars","D","6.3"
"22","Dalton Schultz",HOU,"at SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","D-","6.0"
"23","AJ Barner",SEA,"vs. HOU","Coach Upside rating","Coach Bust rating","2 out of 5 stars","F","5.9"
"24","Chig Okonkwo",TEN,"vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","5.8"
"25","Juwan Johnson",NO,"at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","5.7"
"26","Tyler Higbee",LAR,"at JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","5.5"
"27","Noah Fant",CIN,"vs. PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","5.2"
"28","Darnell Washington",PIT,"at CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","4.7"
"29","Hunter Long",JAC,"vs. LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","4.0"
"30","Colston Loveland",CHI,"vs. NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.8"
"31","Taysom Hill",NO,"at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.8"
"32","Tommy Tremble",CAR,"at NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.6"
"33","Cole Kmet",CHI,"vs. NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.6"
"34","Jake Tonges",SF,"vs. ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","F","3.3"
"35","Pat Freiermuth",PIT,"at CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","3.3"
