"RK","PLAYER NAME",TEAM,"OPP","UPSIDE ","BUST ","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Josh Allen",BUF,"vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","A+","23.7"
"2","Jalen Hurts",PHI,"vs. DEN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","A","21.9"
"3","Patrick Mahomes II",KC,"at JAC","Coach Upside rating","Coach Bust rating","3 out of 5 stars","A","21.1"
"4","Justin Fields",NYJ,"vs. DAL","Coach Upside rating","Coach Bust rating","5 out of 5 stars","A","20.3"
"5","Justin Herbert",LAC,"vs. WAS","Coach Upside rating","Coach Bust rating","4 out of 5 stars","A","19.9"
"6","Jayden Daniels",WAS,"at LAC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B+","19.6"
"7","Kyler Murray",ARI,"vs. TEN","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B+","19.3"
"8","Drake Maye",NE,"at BUF","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B","19.0"
"9","Daniel Jones",IND,"vs. LV","Coach Upside rating","Coach Bust rating","1 out of 5 stars","B","18.5"
"10","Jared Goff",DET,"at CIN","Coach Upside rating","Coach Bust rating","5 out of 5 stars","B","18.0"
"11","Dak Prescott",DAL,"at NYJ","Coach Upside rating","Coach Bust rating","2 out of 5 stars","B-","17.4"
"12","Baker Mayfield",TB,"at SEA","Coach Upside rating","Coach Bust rating","3 out of 5 stars","B-","16.9"
"13","Jaxson Dart",NYG,"at NO","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C+","16.5"
"14","Matthew Stafford",LAR,"vs. SF","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C+","16.3"
"15","Bo Nix",DEN,"at PHI","Coach Upside rating","Coach Bust rating","2 out of 5 stars","C","16.1"
"16","Sam Darnold",SEA,"vs. TB","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C","15.9"
"17","Geno Smith",LV,"at IND","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C-","15.6"
"18","C.J. Stroud",HOU,"at BAL","Coach Upside rating","Coach Bust rating","4 out of 5 stars","C-","15.4"
"19","Bryce Young",CAR,"vs. MIA","Coach Upside rating","Coach Bust rating","5 out of 5 stars","D+","15.2"
"20","Trevor Lawrence",JAC,"vs. KC","Coach Upside rating","Coach Bust rating","2 out of 5 stars","D","15.0"
"21","Spencer Rattler",NO,"vs. NYG","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D","14.8"
"22","Tua Tagovailoa",MIA,"at CAR","Coach Upside rating","Coach Bust rating","3 out of 5 stars","D-","14.7"
"23","Jake Browning",CIN,"vs. DET","Coach Upside rating","Coach Bust rating","3 out of 5 stars","F","14.4"
"24","Mac Jones",SF,"at LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","14.1"
"25","Carson Wentz",MIN,"at CLE","Coach Upside rating","Coach Bust rating","2 out of 5 stars","F","13.6"
"26","Cooper Rush",BAL,"vs. HOU","Coach Upside rating","Coach Bust rating","2 out of 5 stars","F","13.0"
"27","Cam Ward",TEN,"at ARI","Coach Upside rating","Coach Bust rating","3 out of 5 stars","F","12.3"
"28","Dillon Gabriel",CLE,"vs. MIN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","F","11.7"
"29","Marcus Mariota",WAS,"at LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.7"
"30","Tyler Shough",NO,"vs. NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.5"
"31","Jalen Milroe",SEA,"vs. TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.5"
"32","Tyrod Taylor",NYJ,"vs. DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","F","0.5"
"33","Russell Wilson",NYG,"at NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.5"
"34","Joe Flacco",CLE,"vs. MIN","Coach Upside rating","Coach Bust rating","2 out of 5 stars","F","0.5"
"35","Mitchell Trubisky",BUF,"vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.5"
"36","Andy Dalton",CAR,"vs. MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","F","0.5"
"37","Zach Wilson",MIA,"at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.5"
"38","Anthony Richardson Sr.",IND,"vs. LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","F","0.4"
"39","Hendon Hooker",CAR,"vs. MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","F","0.4"
"40","Jimmy Garoppolo",LAR,"vs. SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.4"
"41","Joshua Dobbs",NE,"at BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","F","0.4"
"42","Tanner McKee",PHI,"vs. DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.4"
"43","Joe Milton III",DAL,"at NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.4"
"44","Desmond Ridder",FA,"-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","F","0.4"
"45","Shedeur Sanders",CLE,"vs. MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.4"
"46","Nick Mullens",JAC,"vs. KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","F","0.3"
"47","Trey Lance",LAC,"vs. WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","F","0.3"
