rk,player,st_percent_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp,st_percent_18,pos,x9999
6,Marcedes Lewis,7.1,Sun,1,1,2023-09-10,39-114,CHI,NA,GNB,L 20-38,5,6.8,0,0,2,7.1,TE,LewiMa00
22,Matthew Slater,93.1,Sun,1,1,2023-09-10,38-001,NWE,NA,PHI,L 20-25,0,0,0,0,27,93.1,WR,SlatMa00
26,Taiwan Jones,62.5,Sun,1,1,2023-09-10,35-046,NYG,NA,DAL,L 0-40,0,0,0,0,15,62.5,RB,JoneTa00
43,Brandon Bolden,57.9,Sun,1,1,2023-09-10,33-227,LVR,@,DEN,W 17-16,0,0,0,0,11,57.9,RB,BoldBr00
63,Randall Cobb,3.8,Mon,1,1,2023-09-11,33-020,NYJ,NA,BUF,W 22-16 (OT),22,40.7,0,0,1,3.8,WR,CobbRa00
64,Taysom Hill,28.6,Sun,1,1,2023-09-10,33-018,NOR,NA,TEN,W 16-15,9,13.8,0,0,8,28.6,TE/QB,HillTa00
104,Blake Bell,14.8,Thu,1,1,2023-09-07,32-031,KAN,NA,DET,L 20-21,26,40,0,0,4,14.8,TE,BellBl00
154,Michael Burton,57.9,Sun,1,1,2023-09-10,31-221,DEN,NA,LVR,L 16-17,6,9.4,0,0,11,57.9,FB,BurtMi00
193,MyCole Pruitt,26.9,Sun,1,1,2023-09-10,31-170,ATL,NA,CAR,W 24-10,25,48.1,0,0,7,26.9,TE,PruiMy00
204,Keith Smith,73.1,Sun,1,1,2023-09-10,31-155,ATL,NA,CAR,W 24-10,10,19.2,0,0,19,73.1,FB,SmitKe03
205,Chris Manhertz,21.1,Sun,1,1,2023-09-10,31-153,DEN,NA,LVR,L 16-17,25,39.1,0,0,4,21.1,TE,ManhCh00
206,Robert Woods,8,Sun,1,1,2023-09-10,31-153,HOU,@,BAL,L 9-25,58,75.3,0,0,2,8,WR,WoodRo02
211,Jerick McKinnon,66.7,Thu,1,1,2023-09-07,31-127,KAN,NA,DET,L 20-21,20,30.8,0,0,18,66.7,RB,McKiJe00
279,C.J. Uzomah,34.6,Mon,1,1,2023-09-11,30-240,NYJ,NA,BUF,W 22-16 (OT),30,55.6,0,0,9,34.6,TE,UzomC.00
281,Ty Montgomery,41.4,Sun,1,1,2023-09-10,30-231,NWE,NA,PHI,L 20-25,7,8.8,0,0,12,41.4,RB,MontTy01
323,DeAndre Carter,36.8,Sun,1,1,2023-09-10,30-153,LVR,@,DEN,W 17-16,10,16.9,0,0,7,36.8,WR,CartDe02
371,Ameer Abdullah,52.6,Sun,1,1,2023-09-10,30-089,LVR,@,DEN,W 17-16,7,11.9,0,0,10,52.6,RB,AbduAm00
373,Chris Moore,35.7,Sun,1,1,2023-09-10,30-086,TEN,@,NOR,L 15-16,9,14.3,0,0,10,35.7,WR,MoorCh00
374,Jamison Crowder,17.9,Sun,1,1,2023-09-10,30-085,WAS,NA,ARI,W 20-16,0,0,0,0,5,17.9,WR,CrowJa00
395,C.J. Ham,71.4,Sun,1,1,2023-09-10,30-050,MIN,NA,TAM,L 17-20,22,34.4,0,0,20,71.4,FB,HamxC.00
431,Mack Hollins,19.2,Sun,1,1,2023-09-10,29-359,ATL,NA,CAR,W 24-10,33,63.5,0,0,5,19.2,WR,HollMa00
432,Geoff Swaim,28.6,Sun,1,1,2023-09-10,29-359,ARI,@,WAS,L 16-20,18,29,0,0,8,28.6,TE,SwaiGe00
433,Mo Alie-Cox,21.4,Sun,1,1,2023-09-10,29-356,IND,NA,JAX,L 21-31,30,41.7,0,0,6,21.4,TE,AlieMo00
444,Byron Pringle,3.6,Sun,1,1,2023-09-10,29-297,WAS,NA,ARI,W 20-16,0,0,0,0,1,3.6,WR,PrinBy00
554,Trent Taylor,17.9,Sun,1,1,2023-09-10,29-133,CHI,NA,GNB,L 20-38,4,5.4,0,0,5,17.9,WR,TaylTr02
555,Robert Tonyan,14.3,Sun,1,1,2023-09-10,29-133,CHI,NA,GNB,L 20-38,4,5.4,0,0,4,14.3,TE,TonyRo00
567,Patrick Ricard,24,Sun,1,1,2023-09-10,29-106,BAL,NA,HOU,W 25-9,28,43.8,0,0,6,24,FB,RicaPa00
602,Kalif Raymond,18.5,Thu,1,1,2023-09-07,29-030,DET,@,KAN,W 21-20,19,27.1,0,0,5,18.5,WR,RaymKa00
626,Godwin Igwebuike,30.8,Sun,1,1,2023-09-10,29-000,ATL,NA,CAR,W 24-10,1,1.9,0,0,8,30.8,RB,IgweGo00
702,Johnny Mundt,46.4,Sun,1,1,2023-09-10,28-291,MIN,NA,TAM,L 17-20,5,7.8,0,0,13,46.4,TE,MundJo00
723,Jakob Johnson,26.3,Sun,1,1,2023-09-10,28-269,LVR,@,DEN,W 17-16,27,45.8,0,0,5,26.3,FB,JohnJa12
724,Zach Pascal,71.4,Sun,1,1,2023-09-10,28-266,ARI,@,WAS,L 16-20,5,8.1,0,0,20,71.4,WR,PascZa00
730,Keith Kirkwood,39.3,Sun,1,1,2023-09-10,28-258,NOR,NA,TEN,W 16-15,22,33.8,0,0,11,39.3,WR,KirkKe00
738,Dallas Goedert,3.4,Sun,1,1,2023-09-10,28-250,PHI,@,NWE,W 25-20,61,92.4,0,0,1,3.4,TE,GoedDa00
739,KhaDarel Hodge,50,Sun,1,1,2023-09-10,28-250,ATL,NA,CAR,W 24-10,7,13.5,0,0,13,50,WR,HodgKh00
755,Ross Dwelley,92.3,Sun,1,1,2023-09-10,28-227,SFO,@,PIT,W 30-7,12,17.6,0,0,24,92.3,TE,DwelRo00
776,Matt Breida,12.5,Sun,1,1,2023-09-10,28-194,NYG,NA,DAL,L 0-40,16,22.9,0,0,3,12.5,RB,BreiMa00
796,Jamal Agnew,32.1,Sun,1,1,2023-09-10,28-160,JAX,@,IND,W 31-21,3,4.3,0,0,9,32.1,WR,AgneJa00
799,Isaiah McKenzie,17.9,Sun,1,1,2023-09-10,28-154,IND,NA,JAX,L 21-31,1,1.4,0,0,5,17.9,WR,McKeIs00
809,Boston Scott,51.7,Sun,1,1,2023-09-10,28-136,PHI,@,NWE,W 25-20,8,12.1,0,0,15,51.7,RB,ScotBo02
