Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Aaron Rodgers,0,0,0,0,0,7.4,Mon,1,1,2023-09-11,39-283,NYJ,,BUF,W 22-16 (OT),0,1,1,0.0,0,0,0,0,0.0,0.0,39.6,1,10,50.00,0.0,0.00,-5.00,,0.0,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,4,7.4,0,0.0,0,0.0,QB,RodgAa00
2,Marcedes Lewis,0,0,0,0,0,6.8,Sun,1,1,2023-09-10,39-114,CHI,,GNB,L 20-38,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,5,6.8,0,0.0,2,7.1,TE,LewiMa00
3,Matthew Slater,0,0,0,0,0,0.0,Sun,1,1,2023-09-10,38-001,NWE,,PHI,L 20-25,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,27,93.1,WR,SlatMa00
4,Brian Hoyer,0,0,0,0,0,3.4,Sun,1,1,2023-09-10,37-332,LVR,@,DEN,W 17-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,2,3.4,0,0.0,0,0.0,QB,HoyeBr00
5,Jimmy Graham,0,0,0,0,0,13.8,Sun,1,1,2023-09-10,36-290,NOR,,TEN,W 16-15,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,9,13.8,0,0.0,0,0.0,TE,GrahJi00
6,Matthew Stafford,24,3,0,0,0,100.0,Sun,1,1,2023-09-10,35-215,LAR,@,SEA,W 30-13,24,38,14,63.2,334,0,0,0,0.0,0.0,91.3,0,0,0.00,8.8,8.79,8.79,13.9,50.0,3,11,3.7,0,1,66.7,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,81,100.0,0,0.0,0,0.0,QB,StafMa00
7,Taiwan Jones,0,0,0,0,0,0.0,Sun,1,1,2023-09-10,35-046,NYG,,DAL,L 0-40,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,15,62.5,RB,JoneTa00
8,Ryan Tannehill,16,3,0,0,0,100.0,Sun,1,1,2023-09-10,35-045,TEN,@,NOR,L 15-16,16,34,18,47.1,198,0,3,0,0.0,8.8,28.8,3,17,8.11,5.8,1.85,1.24,12.4,29.7,3,5,1.7,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,63,100.0,0,0.0,0,0.0,QB,TannRy00
9,Kirk Cousins,33,3,0,0,2,100.0,Sun,1,1,2023-09-10,35-022,MIN,,TAM,L 17-20,33,44,11,75.0,344,2,1,0,4.5,2.3,102.8,2,16,4.35,7.8,7.70,7.02,10.4,45.7,3,7,2.3,0,1,33.3,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,2,0,1,0,0,64,100.0,0,0.0,0,0.0,QB,CousKi00
10,Russell Wilson,27,1,0,0,0,100.0,Sun,1,1,2023-09-10,34-285,DEN,,LVR,L 16-17,27,34,7,79.4,177,2,0,0,5.9,0.0,108.0,2,11,5.56,5.2,6.38,5.72,6.6,50.0,1,1,1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,64,100.0,0,0.0,0,0.0,QB,WilsRu00
