Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Marcedes Lewis,0,0,0,0,0,20.6,Sun,9,9,2023-11-05,39-170,CHI,@,NOR,L 17-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,14,20.6,0,0.0,0,0.0,TE,LewiMa00
2,Matthew Slater,0,0,0,0,0,0.0,Sun,9,9,2023-11-05,38-057,NWE,,WAS,L 17-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25,89.3,WR,SlatMa00
3,Julio Jones,0,0,0,0,0,30.6,Sun,9,9,2023-11-05,34-275,PHI,,DAL,W 28-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,19,30.6,0,0.0,0,0.0,WR,JoneJu02
4,Travis Kelce,0,0,4,0,0,76.7,Sun,9,9,2023-11-05,34-031,KAN,,MIA,W 21-14,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,3,14,4.7,0,75.0,3.5,0,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,46,76.7,0,0.0,0,0.0,TE,KelcTr00
5,Latavius Murray,0,2,1,0,0,44.8,Sun,9,9,2023-11-05,33-291,BUF,@,CIN,L 18-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,2,4,2.0,0,2,100.0,1,1,6,6.0,0,100.0,6.0,0,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,26,44.8,0,0.0,0,0.0,RB,MurrLa00
6,Brandon Bolden,0,0,0,0,0,0.0,Sun,9,9,2023-11-05,33-283,LVR,,NYG,W 30-6,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,18,75.0,RB,BoldBr00
7,Adam Thielen,0,0,6,0,0,100.0,Sun,8,9,2023-11-05,33-075,CAR,,IND,L 13-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,5,29,5.8,0,83.3,4.8,1,66.7,0,0,0,,0,0,,0,0,0,0,0,0,0,0,71,100.0,0,0.0,0,0.0,WR,ThieAd00
8,Taysom Hill,1,11,5,1,0,46.0,Sun,9,9,2023-11-05,33-074,NOR,,CHI,W 24-17,1,1,0,100.0,3,1,0,0,100.0,0.0,118.7,0,0,0.00,3.0,23.00,23.00,3.0,100.0,11,52,4.7,0,4,63.6,5,4,13,3.3,1,80.0,2.6,1,40.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,29,46.0,0,0.0,6,25.0,TE/QB,HillTa00
9,Geno Smith,13,2,0,0,1,100.0,Sun,8,9,2023-11-05,33-026,SEA,@,BAL,L 3-37,13,28,15,46.4,157,0,1,0,0.0,3.6,49.3,4,34,12.50,5.6,4.00,2.44,12.1,28.1,2,4,2.0,0,0,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,49,100.0,0,0.0,0,0.0,QB,SmitGe00
10,Marquise Goodwin,0,0,2,0,0,11.0,Sun,8,9,2023-11-05,32-351,CLE,,ARI,W 27-0,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,0,0,,0,0.0,0.0,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,8,11.0,0,0.0,0,0.0,WR,GoodMa00
11,Cordarrelle Patterson,0,1,1,0,0,13.0,Sun,9,9,2023-11-05,32-233,ATL,,MIN,L 28-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,0,0.0,0,0,0.0,1,1,3,3.0,0,100.0,3.0,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,9,13.0,0,0.0,6,18.2,RB,PattCo00
12,Derek Carr,25,3,0,0,0,82.5,Sun,9,9,2023-11-05,32-222,NOR,,CHI,W 24-17,25,34,9,73.5,211,2,0,0,5.9,0.0,108.8,0,0,0.00,6.2,7.38,7.38,8.4,44.1,3,3,1.0,0,0,33.3,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,52,82.5,0,0.0,0,0.0,QB,CarrDe02
13,Logan Thomas,0,0,5,0,0,73.1,Sun,9,9,2023-11-05,32-127,WAS,@,NWE,W 20-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,4,31,7.8,0,80.0,6.2,1,40.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,57,73.1,0,0.0,0,0.0,TE,ThomLo00
14,Blake Bell,0,0,0,0,0,26.7,Sun,9,9,2023-11-05,32-090,KAN,,MIA,W 21-14,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,16,26.7,0,0.0,3,12.0,TE,BellBl00
15,MyCole Pruitt,0,0,0,0,0,42.0,Sun,9,9,2023-11-05,31-226,ATL,,MIN,L 28-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,29,42.0,0,0.0,12,36.4,TE,PruiMy00
16,Raheem Mostert,0,12,1,1,1,55.6,Sun,9,9,2023-11-05,31-210,MIA,@,KAN,L 14-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,12,85,7.1,1,4,58.3,1,0,0,,0,0.0,0.0,0,0.0,1,0,0,,0,0,,0,0,6,1,0,0,0,0,35,55.6,0,0.0,0,0.0,RB,MostRa00
17,Jordan Akins,0,0,3,0,0,26.0,Sun,8,9,2023-11-05,31-200,CLE,,ARI,W 27-0,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,1,11,11.0,0,33.3,3.7,1,33.3,0,0,0,,0,0,,0,0,0,0,0,0,0,0,19,26.0,0,0.0,7,25.0,TE,AkinJo00
18,Keenan Allen,0,0,9,0,0,86.2,Mon,8,9,2023-11-06,31-193,LAC,@,NYJ,W 27-6,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,8,77,9.6,0,88.9,8.6,4,55.6,0,0,0,,0,0,,0,0,0,0,0,0,0,0,50,86.2,0,0.0,0,0.0,WR,AlleKe00
19,Jerick McKinnon,0,1,2,1,0,25.0,Sun,9,9,2023-11-05,31-186,KAN,,MIA,W 21-14,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,2,2.0,0,0,0.0,2,2,22,11.0,1,100.0,11.0,1,50.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,15,25.0,0,0.0,16,64.0,RB,McKiJe00
20,DeAndre Hopkins,0,1,11,0,0,68.9,Thu,8,9,2023-11-02,31-149,TEN,@,PIT,L 16-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,5,5.0,0,0,100.0,11,4,60,15.0,0,36.4,5.5,4,36.4,0,0,0,,0,0,,0,0,0,0,0,0,0,0,51,68.9,0,0.0,0,0.0,WR,HopkDe00
