rk,player,st_percent_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp,st_percent_18,pos,x9999
2,Marcedes Lewis,25,Sun,16,17,2023-12-31,39-226,CHI,NA,ATL,W 37-17,29,39.2,0,0,8,25,TE,LewiMa00
8,Matthew Slater,86.2,Sun,16,17,2023-12-31,38-113,NWE,@,BUF,L 21-27,0,0,0,0,25,86.2,WR,SlatMa00
28,Brandon Bolden,86.7,Sun,16,17,2023-12-31,33-339,LVR,@,IND,L 20-23,2,2.7,0,0,26,86.7,RB,BoldBr00
45,Taysom Hill,50,Sun,16,17,2023-12-31,33-130,NOR,@,TAM,W 23-13,24,34.3,0,0,13,50,TE/QB,HillTa00
66,Cordarrelle Patterson,25,Sun,16,17,2023-12-31,32-289,ATL,@,CHI,L 17-37,8,13.6,0,0,8,25,RB,PattCo00
72,Kyle Juszczyk,14.3,Sun,16,17,2023-12-31,32-252,SFO,@,WAS,W 27-10,39,55.7,0,0,3,14.3,FB,JuszKy00
88,Blake Bell,14.8,Sun,16,17,2023-12-31,32-146,KAN,NA,CIN,W 25-17,11,20.4,0,0,4,14.8,TE,BellBl00
106,Michael Burton,53.6,Sun,16,17,2023-12-31,31-333,DEN,NA,LAC,W 16-9,14,20.3,0,0,15,53.6,FB,BurtMi00
115,MyCole Pruitt,25,Sun,16,17,2023-12-31,31-282,ATL,@,CHI,L 17-37,14,23.7,0,0,8,25,TE,PruiMy00
119,Chris Manhertz,10.7,Sun,16,17,2023-12-31,31-265,DEN,NA,LAC,W 16-9,28,40.6,0,0,3,10.7,TE,ManhCh00
120,Robert Woods,4.2,Sun,16,17,2023-12-31,31-265,HOU,NA,TEN,W 26-3,39,63.9,0,0,1,4.2,WR,WoodRo02
127,Jordan Akins,33.3,Thu,16,17,2023-12-28,31-253,CLE,NA,NYJ,W 37-20,12,20,0,0,10,33.3,TE,AkinJo00
215,Chris Conley,57.1,Sun,16,17,2023-12-31,31-067,SFO,@,WAS,W 27-10,22,31.4,0,0,12,57.1,WR,ConlCh00
219,Alex Erickson,17.9,Sun,16,17,2023-12-31,31-055,LAC,@,DEN,L 9-16,61,93.8,0,0,5,17.9,WR,EricAl01
231,Tyler Higbee,3.3,Sun,16,17,2023-12-31,30-364,LAR,@,NYG,W 26-25,58,93.5,0,0,1,3.3,TE,HigbTy00
250,Nick Vannett,32.1,Sun,16,17,2023-12-31,30-300,LAC,@,DEN,L 9-16,11,16.9,0,0,9,32.1,TE,VannNi00
265,DeAndre Carter,43.3,Sun,16,17,2023-12-31,30-265,LVR,@,IND,L 20-23,2,2.7,0,0,13,43.3,WR,CartDe02
289,Ameer Abdullah,63.3,Sun,16,17,2023-12-31,30-201,LVR,@,IND,L 20-23,30,40,0,0,19,63.3,RB,AbduAm00
290,Cooper Kupp,3.3,Sun,16,17,2023-12-31,30-199,LAR,@,NYG,W 26-25,61,98.4,0,0,1,3.3,WR,KuppCo00
291,Chris Moore,29.2,Sun,16,17,2023-12-31,30-198,TEN,@,HOU,L 3-26,42,76.4,0,0,7,29.2,WR,MoorCh00
292,Jamison Crowder,9.5,Sun,16,17,2023-12-31,30-197,WAS,NA,SFO,L 10-27,12,26.1,0,0,2,9.5,WR,CrowJa00
315,C.J. Ham,62.5,Sun,16,17,2023-12-31,30-162,MIN,NA,GNB,L 10-33,4,7.5,0,0,15,62.5,FB,HamxC.00
337,Allen Robinson,3.6,Sun,16,17,2023-12-31,30-129,PIT,@,SEA,W 30-23,48,66.7,0,0,1,3.6,WR,RobiAl02
356,Mack Hollins,59.4,Sun,16,17,2023-12-31,30-106,ATL,@,CHI,L 17-37,17,28.8,0,0,19,59.4,WR,HollMa00
358,Mo Alie-Cox,33.3,Sun,16,17,2023-12-31,30-103,IND,NA,LVR,W 23-20,34,60.7,0,0,10,33.3,TE,AlieMo00
365,Brandin Cooks,3.8,Sat,16,17,2023-12-30,30-096,DAL,NA,DET,W 20-19,51,78.5,0,0,1,3.8,WR,CookBr00
401,Byron Pringle,61.9,Sun,16,17,2023-12-31,30-044,WAS,NA,SFO,L 10-27,10,21.7,0,0,13,61.9,WR,PrinBy00
451,Trent Taylor,9.4,Sun,16,17,2023-12-31,29-245,CHI,NA,ATL,W 37-17,27,36.5,0,0,3,9.4,WR,TaylTr02
452,Robert Tonyan,37.5,Sun,16,17,2023-12-31,29-245,CHI,NA,ATL,W 37-17,49,66.2,0,0,12,37.5,TE,TonyRo00
453,Eric Saubert,66.7,Sun,16,17,2023-12-31,29-244,HOU,NA,TEN,W 26-3,18,29.5,0,0,16,66.7,TE,SaubEr00
455,Pharaoh Brown,48.3,Sun,16,17,2023-12-31,29-241,NWE,@,BUF,L 21-27,36,67.9,0,0,14,48.3,TE,BrowPh01
456,Dare Ogunbowale,70.8,Sun,16,17,2023-12-31,29-241,HOU,NA,TEN,W 26-3,11,18,0,0,17,70.8,RB,OgunDa00
468,Alex Armah,76.2,Sun,16,17,2023-12-31,29-228,WAS,NA,SFO,L 10-27,5,10.9,0,0,16,76.2,RB,ArmaAl00
479,Patrick Ricard,16.7,Sun,16,17,2023-12-31,29-218,BAL,NA,MIA,W 56-19,30,52.6,0,0,5,16.7,FB,RicaPa00
545,Kalif Raymond,15.4,Sat,16,17,2023-12-30,29-144,DET,@,DAL,L 19-20,19,27.5,0,0,4,15.4,WR,RaymKa00
565,Godwin Igwebuike,46.4,Sun,16,17,2023-12-31,29-112,PIT,@,SEA,W 30-23,0,0,0,0,13,46.4,RB,IgweGo00
596,Johnny Mundt,45.8,Sun,16,17,2023-12-31,29-038,MIN,NA,GNB,L 10-33,41,77.4,0,0,11,45.8,TE,MundJo00
610,Derrick Gore,66.7,Sun,16,17,2023-12-31,29-018,WAS,NA,SFO,L 10-27,0,0,0,0,14,66.7,RB,GoreDe00
612,Jakob Johnson,50,Sun,16,17,2023-12-31,29-016,LVR,@,IND,L 20-23,15,20,0,0,15,50,FB,JohnJa12
613,Zach Pascal,60,Sun,16,17,2023-12-31,29-013,ARI,@,PHI,W 35-31,17,22.4,0,0,15,60,WR,PascZa00
619,Keith Kirkwood,30.8,Sun,16,17,2023-12-31,29-005,NOR,@,TAM,W 23-13,16,22.9,0,0,8,30.8,WR,KirkKe00
629,KhaDarel Hodge,59.4,Sun,16,17,2023-12-31,28-362,ATL,@,CHI,L 17-37,17,28.8,0,0,19,59.4,WR,HodgKh00
639,David Moore,38.5,Sun,16,17,2023-12-31,28-350,TAM,NA,NOR,L 13-23,16,28.6,0,0,10,38.5,WR,MoorDa03
671,Anthony Firkser,46.2,Sat,16,17,2023-12-30,28-314,DET,@,DAL,L 19-20,0,0,0,0,12,46.2,TE,FirkAn00
680,Matt Breida,50,Sun,16,17,2023-12-31,28-306,NYG,NA,LAR,L 25-26,4,5.4,0,0,15,50,RB,BreiMa00
718,Jamal Agnew,13,Sun,16,17,2023-12-31,28-272,JAX,NA,CAR,W 26-0,9,14.3,0,0,3,13,WR,AgneJa00
740,Kevin Rader,20.8,Sun,16,17,2023-12-31,28-249,TEN,@,HOU,L 3-26,12,21.8,0,0,5,20.8,TE,RadeKe00
742,Boston Scott,52,Sun,16,17,2023-12-31,28-248,PHI,NA,ARI,L 31-35,0,0,0,0,13,52,RB,ScotBo02
772,Laquon Treadwell,60,Sun,16,17,2023-12-31,28-200,BAL,NA,MIA,W 56-19,5,8.8,0,0,18,60,WR,TreaLa00
801,Tyler Conklin,16.7,Thu,16,17,2023-12-28,28-151,NYJ,@,CLE,L 20-37,58,79.5,0,0,5,16.7,TE,ConkTy00
805,Durham Smythe,10,Sun,16,17,2023-12-31,28-144,MIA,@,BAL,L 19-56,51,73.9,0,0,3,10,TE,SmytDu00
815,Richie James,29.6,Sun,16,17,2023-12-31,28-117,KAN,NA,CIN,W 25-17,12,22.2,0,0,8,29.6,WR,JameRi00
821,Brandon Powell,8.3,Sun,16,17,2023-12-31,28-110,MIN,NA,GNB,L 10-33,9,17,0,0,2,8.3,WR,PoweBr00
824,Samaje Perine,14.3,Sun,16,17,2023-12-31,28-106,DEN,NA,LAC,W 16-9,17,24.6,0,0,4,14.3,RB,PeriSa00
835,Braxton Berrios,36.7,Sun,16,17,2023-12-31,28-086,MIA,@,BAL,L 19-56,30,43.5,0,0,11,36.7,WR,BerrBr00
887,Trenton Irwin,3.7,Sun,16,17,2023-12-31,28-021,CIN,@,KAN,L 17-25,37,50,0,0,1,3.7,WR,IrwiTr00
941,Royce Freeman,63.3,Sun,16,17,2023-12-31,27-310,LAR,@,NYG,W 26-25,0,0,0,0,19,63.3,RB,FreeRo00
943,Trent Sherfield,20.7,Sun,16,17,2023-12-31,27-309,BUF,NA,NWE,W 27-21,19,27.5,0,0,6,20.7,WR,SherTr00
944,D'Ernest Johnson,4.3,Sun,16,17,2023-12-31,27-307,JAX,NA,CAR,W 26-0,12,19,0,0,1,4.3,RB,JohnDE04
970,Justin Watson,14.8,Sun,16,17,2023-12-31,27-271,KAN,NA,CIN,W 25-17,24,44.4,0,0,4,14.8,WR,WatsJu01
978,Chase Edmonds,46.2,Sun,16,17,2023-12-31,27-262,TAM,NA,NOR,L 13-23,15,26.8,0,0,12,46.2,RB,EdmoCh00
980,Drew Sample,40.7,Sun,16,17,2023-12-31,27-259,CIN,@,KAN,L 17-25,53,71.6,0,0,11,40.7,TE,SampDr00
1031,Ian Thomas,30.4,Sun,16,17,2023-12-31,27-208,CAR,@,JAX,L 0-26,6,11.1,0,0,7,30.4,TE,ThomIa00
1042,Craig Reynolds,73.1,Sat,16,17,2023-12-30,27-198,DET,@,DAL,L 19-20,0,0,0,0,19,73.1,RB,ReynCr00
1053,Nick Bawden,63.3,Thu,16,17,2023-12-28,27-189,NYJ,@,CLE,L 20-37,8,11,0,0,19,63.3,FB,BawdNi00
1060,Khari Blasingame,31.3,Sun,16,17,2023-12-31,27-183,CHI,NA,ATL,W 37-17,17,23,0,0,10,31.3,FB,BlasKh00
1066,Diontae Johnson,3.6,Sun,16,17,2023-12-31,27-179,PIT,@,SEA,W 30-23,42,58.3,0,0,1,3.6,WR,JohnDi01
1071,Will Dissly,42.9,Sun,16,17,2023-12-31,27-176,SEA,NA,PIT,L 23-30,21,42.9,0,0,12,42.9,TE,DissWi00
1072,Alec Ingold,40,Sun,16,17,2023-12-31,27-175,MIA,@,BAL,L 19-56,22,31.9,0,0,12,40,FB,IngoAl01
1105,KaVontae Turpin,38.5,Sat,16,17,2023-12-30,27-150,DAL,NA,DET,W 20-19,1,1.5,0,0,10,38.5,WR,TurpKa00
