Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Marcedes Lewis,0,0,0,0,0,34.4,Thu,5,5,2023-10-05,39-139,CHI,@,WAS,W 40-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,22,34.4,0,0.0,0,0.0,TE,LewiMa00
2,Matthew Slater,0,0,0,0,0,0.0,Sun,5,5,2023-10-08,38-029,NWE,,NOR,L 0-34,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,30,96.8,WR,SlatMa00
3,Jimmy Graham,0,0,1,0,0,37.5,Sun,5,5,2023-10-08,36-318,NOR,@,NWE,W 34-0,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,0,0,,0,0.0,0.0,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,27,37.5,0,0.0,0,0.0,TE,GrahJi00
4,Andy Dalton,0,1,0,0,0,1.4,Sun,5,5,2023-10-08,35-344,CAR,@,DET,L 24-42,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,1,1.0,0,1,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,1,1.4,0,0.0,0,0.0,QB,DaltAn00
5,Matthew Stafford,21,0,0,0,0,100.0,Sun,5,5,2023-10-08,35-243,LAR,,PHI,L 14-23,21,37,16,56.8,222,2,0,0,5.4,0.0,92.4,4,27,9.76,6.0,7.08,5.73,10.6,43.9,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,56,100.0,0,0.0,0,0.0,QB,StafMa00
6,Ryan Tannehill,23,2,0,0,0,100.0,Sun,5,5,2023-10-08,35-073,TEN,@,IND,L 16-23,23,34,11,67.6,264,0,1,0,0.0,2.9,78.6,1,5,2.86,7.8,6.44,6.11,11.5,48.6,2,12,6.0,0,1,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,60,100.0,0,0.0,0,0.0,QB,TannRy00
7,Kirk Cousins,29,3,0,0,1,100.0,Sun,5,5,2023-10-08,35-050,MIN,,KAN,L 20-27,29,47,18,61.7,284,2,0,0,4.3,0.0,92.9,3,25,6.00,6.0,6.89,5.98,9.8,42.0,3,5,1.7,0,3,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,1,0,0,0,72,100.0,0,0.0,0,0.0,QB,CousKi00
8,Russell Wilson,20,7,0,0,2,100.0,Sun,5,5,2023-10-08,34-313,DEN,,NYJ,L 21-31,20,31,11,64.5,196,2,0,0,6.5,0.0,103.7,4,27,11.43,6.3,7.61,5.97,9.8,40.0,7,49,7.0,0,2,42.9,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,2,0,0,0,0,63,100.0,0,0.0,0,0.0,QB,WilsRu00
9,Tyrod Taylor,9,3,0,0,0,31.9,Sun,5,5,2023-10-08,34-066,NYG,@,MIA,L 16-31,9,12,3,75.0,86,0,0,0,0.0,0.0,94.4,1,3,7.69,7.2,7.17,6.38,9.6,53.8,3,14,4.7,0,1,33.3,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,23,31.9,0,0.0,0,0.0,QB,TaylTy00
10,Travis Kelce,0,0,11,1,0,59.1,Sun,5,5,2023-10-08,34-003,KAN,@,MIN,W 27-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,11,10,67,6.7,1,90.9,6.1,3,54.5,1,0,0,,0,0,,0,0,6,0,0,0,0,0,39,59.1,1,1.4,0,0.0,TE,KelcTr00
