Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Marcedes Lewis,0,0,0,0,0,34.3,Mon,12,12,2023-11-27,39-192,CHI,@,MIN,W 12-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,24,34.3,0,0.0,0,0.0,TE,LewiMa00
2,Matthew Slater,0,0,0,0,0,0.0,Sun,11,12,2023-11-26,38-078,NWE,@,NYG,L 7-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,21,91.3,WR,SlatMa00
3,Matthew Stafford,25,1,0,0,0,95.5,Sun,11,12,2023-11-26,35-292,LAR,@,ARI,W 37-14,25,33,8,75.8,229,4,1,0,12.1,3.0,121.1,0,0,0.00,6.9,8.00,8.00,9.2,63.6,1,2,2.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,64,95.5,0,0.0,0,0.0,QB,StafMa00
4,Russell Wilson,13,11,0,1,2,100.0,Sun,11,12,2023-11-26,34-362,DEN,,CLE,W 29-12,13,22,9,59.1,134,1,0,0,4.5,0.0,91.9,1,9,4.35,6.1,7.00,6.30,10.3,39.1,11,34,3.1,1,3,36.4,0,0,0,,0,,,0,,1,0,0,,0,0,,0,0,6,2,1,-3,0,0,67,100.0,0,0.0,0,0.0,QB,WilsRu00
5,Julio Jones,0,0,3,0,0,71.2,Sun,11,12,2023-11-26,34-296,PHI,,BUF,W 37-34 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,1,0,0.0,0,33.3,0.0,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,47,71.2,0,0.0,0,0.0,WR,JoneJu02
6,Travis Kelce,0,0,7,0,0,76.7,Sun,11,12,2023-11-26,34-052,KAN,@,LVR,W 31-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,6,91,15.2,0,85.7,13.0,5,71.4,0,0,0,,0,0,,0,0,0,0,0,0,0,0,46,76.7,0,0.0,0,0.0,TE,KelcTr00
7,Latavius Murray,0,9,5,0,0,44.2,Sun,12,12,2023-11-26,33-312,BUF,@,PHI,L 34-37 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,9,30,3.3,0,2,44.4,5,3,18,6.0,0,60.0,3.6,1,40.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,42,44.2,0,0.0,0,0.0,RB,MurrLa00
8,Brandon Bolden,0,0,0,0,0,0.0,Sun,12,12,2023-11-26,33-304,LVR,,KAN,L 17-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,22,84.6,RB,BoldBr00
9,Adam Thielen,0,0,3,0,0,89.2,Sun,11,12,2023-11-26,33-096,CAR,@,TEN,L 10-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,1,2,2.0,0,33.3,0.7,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,66,89.2,0,0.0,0,0.0,WR,ThieAd00
10,Taysom Hill,0,7,2,0,1,34.7,Sun,11,12,2023-11-26,33-095,NOR,@,ATL,L 15-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,7,26,3.7,0,0,42.9,2,2,55,27.5,0,100.0,27.5,2,100.0,0,0,0,,0,0,,0,0,0,1,0,0,0,0,25,34.7,0,0.0,7,29.2,TE/QB,HillTa00
