Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Joe Flacco,23,0,0,0,0,100.0,Sun,12,13,2023-12-03,38-321,CLE,@,LAR,L 19-36,23,44,21,52.3,254,2,1,0,4.5,2.3,75.4,2,14,4.35,5.8,5.66,5.11,11.0,45.7,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,71,100.0,0,0.0,0,0.0,QB,FlacJo00
2,Matthew Slater,0,0,0,0,0,0.0,Sun,12,13,2023-12-03,38-085,NWE,,LAC,L 0-6,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,21,100.0,WR,SlatMa00
3,Jimmy Graham,0,0,1,1,0,3.0,Sun,12,13,2023-12-03,37-009,NOR,,DET,L 28-33,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,6,6.0,1,100.0,6.0,1,100.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,2,3.0,0,0.0,0,0.0,TE,GrahJi00
4,Matthew Stafford,22,1,0,0,0,100.0,Sun,12,13,2023-12-03,35-299,LAR,,CLE,W 36-19,22,37,15,59.5,279,3,0,0,8.1,0.0,110.1,0,0,0.00,7.5,9.16,9.16,12.7,43.2,1,-2,-2.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,64,100.0,0,0.0,0,0.0,QB,StafMa00
5,Ryan Tannehill,0,0,0,0,0,0.0,Sun,12,13,2023-12-03,35-129,TEN,,IND,L 28-31 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,2,5.4,QB,TannRy00
6,Russell Wilson,15,10,0,1,0,100.0,Sun,12,13,2023-12-03,35-004,DEN,@,HOU,L 17-22,15,26,11,57.7,186,1,3,0,3.8,11.5,53.2,3,22,10.34,7.2,2.73,1.69,12.4,37.9,10,44,4.4,1,4,50.0,0,0,0,,0,,,0,,1,0,0,,0,0,,0,0,6,0,0,0,0,0,60,100.0,0,0.0,0,0.0,QB,WilsRu00
7,Julio Jones,0,0,0,0,0,13.9,Sun,12,13,2023-12-03,34-303,PHI,,SFO,L 19-42,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,10,13.9,0,0.0,0,0.0,WR,JoneJu02
8,Travis Kelce,0,0,5,0,0,88.1,Sun,12,13,2023-12-03,34-059,KAN,@,GNB,L 19-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,4,81,20.3,0,80.0,16.2,4,80.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,59,88.1,0,0.0,0,0.0,TE,KelcTr00
9,Adam Thielen,0,0,6,0,0,88.9,Sun,12,13,2023-12-03,33-103,CAR,@,TAM,L 18-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,3,25,8.3,0,50.0,4.2,2,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,64,88.9,0,0.0,0,0.0,WR,ThieAd00
10,Taysom Hill,0,13,2,1,0,41.8,Sun,12,13,2023-12-03,33-102,NOR,,DET,L 28-33,0,2,2,0.0,0,0,0,0,0.0,0.0,39.6,0,0,0.00,0.0,0.00,0.00,,0.0,13,59,4.5,1,3,69.2,2,2,15,7.5,0,100.0,7.5,1,50.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,28,41.8,0,0.0,15,50.0,TE/QB,HillTa00
