rk,player,st_percent_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp,st_percent_18,pos,x9999
15,Matthew Slater,88.5,Sun,8,8,2023-10-29,38-050,NWE,@,MIA,L 17-31,0,0,0,0,23,88.5,WR,SlatMa00
36,Brandon Bolden,92,Mon,8,8,2023-10-30,33-277,LVR,@,DET,L 14-26,0,0,0,0,23,92,RB,BoldBr00
53,Taysom Hill,44.1,Sun,8,8,2023-10-29,33-067,NOR,@,IND,W 38-27,29,43.9,0,0,15,44.1,TE/QB,HillTa00
78,Cordarrelle Patterson,14.3,Sun,8,8,2023-10-29,32-226,ATL,@,TEN,L 23-28,12,17.6,0,0,5,14.3,RB,PattCo00
97,Blake Bell,22.7,Sun,8,8,2023-10-29,32-083,KAN,@,DEN,L 9-24,3,4.9,0,0,5,22.7,TE,BellBl00
117,Michael Burton,59.1,Sun,8,8,2023-10-29,31-270,DEN,NA,KAN,W 24-9,14,19.7,0,0,13,59.1,FB,BurtMi00
156,MyCole Pruitt,14.3,Sun,8,8,2023-10-29,31-219,ATL,@,TEN,L 23-28,19,27.9,0,0,5,14.3,TE,PruiMy00
162,Damien Williams,3.6,Sun,8,8,2023-10-29,31-209,ARI,NA,BAL,L 24-31,3,3.9,0,0,1,3.6,RB,WillDa05
165,Keith Smith,40,Sun,8,8,2023-10-29,31-204,ATL,@,TEN,L 23-28,4,5.9,0,0,14,40,FB,SmitKe03
166,Chris Manhertz,13.6,Sun,8,8,2023-10-29,31-202,DEN,NA,KAN,W 24-9,39,54.9,0,0,3,13.6,TE,ManhCh00
173,Jordan Akins,34.6,Sun,7,8,2023-10-29,31-193,CLE,@,SEA,L 20-24,9,11.5,0,0,9,34.6,TE,AkinJo00
180,Keenan Allen,4.5,Sun,7,8,2023-10-29,31-185,LAC,NA,CHI,W 30-13,55,79.7,0,0,1,4.5,WR,AlleKe00
187,Jerick McKinnon,40.9,Sun,8,8,2023-10-29,31-179,KAN,@,DEN,L 9-24,25,41,0,0,9,40.9,RB,McKiJe00
208,DeAndre Hopkins,2.9,Sun,7,8,2023-10-29,31-145,TEN,NA,ATL,W 28-23,43,63.2,0,0,1,2.9,WR,HopkDe00
228,Tyler Kroft,11.5,Sun,8,8,2023-10-29,31-014,MIA,NA,NWE,W 31-17,3,3.9,0,0,3,11.5,TE,KrofTy00
229,Willie Snead,36,Sun,8,8,2023-10-29,31-012,SFO,NA,CIN,L 17-31,1,1.7,0,0,9,36,WR,SneaWi00
255,C.J. Uzomah,45.9,Sun,7,8,2023-10-29,30-288,NYJ,@,NYG,W 13-10 (OT),30,46.9,0,0,17,45.9,TE,UzomC.00
258,Ty Montgomery,69.2,Sun,8,8,2023-10-29,30-280,NWE,@,MIA,L 17-31,0,0,0,0,18,69.2,RB,MontTy01
288,DeAndre Carter,32,Mon,8,8,2023-10-30,30-203,LVR,@,DET,L 14-26,1,2.2,0,0,8,32,WR,CartDe02
319,Nelson Agholor,10.7,Sun,8,8,2023-10-29,30-158,BAL,@,ARI,W 31-24,27,41.5,0,0,3,10.7,WR,AghoNe00
331,Ameer Abdullah,64,Mon,8,8,2023-10-30,30-139,LVR,@,DET,L 14-26,10,21.7,0,0,16,64,RB,AbduAm00
333,Chris Moore,25.7,Sun,7,8,2023-10-29,30-135,TEN,NA,ATL,W 28-23,28,41.2,0,0,9,25.7,WR,MoorCh00
335,Jamison Crowder,7.1,Sun,8,8,2023-10-29,30-134,WAS,NA,PHI,L 31-38,23,31.9,0,0,2,7.1,WR,CrowJa00
361,C.J. Ham,39.1,Sun,8,8,2023-10-29,30-099,MIN,@,GNB,W 24-10,19,26.4,0,0,9,39.1,FB,HamxC.00
402,Mack Hollins,71.4,Sun,8,8,2023-10-29,30-043,ATL,@,TEN,L 23-28,14,20.6,0,0,25,71.4,WR,HollMa00
403,Geoff Swaim,42.9,Sun,8,8,2023-10-29,30-043,ARI,NA,BAL,L 24-31,27,35.1,0,0,12,42.9,TE,SwaiGe00
404,Mo Alie-Cox,32.4,Sun,8,8,2023-10-29,30-040,IND,NA,NOR,L 27-38,23,32.4,0,0,11,32.4,TE,AlieMo00
435,Byron Pringle,53.6,Sun,8,8,2023-10-29,29-346,WAS,NA,PHI,L 31-38,7,9.7,0,0,15,53.6,WR,PrinBy00
438,Stefon Diggs,3.8,Thu,8,8,2023-10-26,29-331,BUF,NA,TAM,W 24-18,68,98.6,0,0,1,3.8,WR,DiggSt00
506,Dwayne Washington,63.6,Sun,8,8,2023-10-29,29-188,DEN,NA,KAN,W 24-9,1,1.4,0,0,14,63.6,RB,WashDw00
510,Trent Taylor,9.1,Sun,8,8,2023-10-29,29-182,CHI,@,LAC,L 13-30,10,15.2,0,0,2,9.1,WR,TaylTr02
511,Robert Tonyan,50,Sun,8,8,2023-10-29,29-182,CHI,@,LAC,L 13-30,15,22.7,0,0,11,50,TE,TonyRo00
512,Eric Saubert,46.7,Sun,7,8,2023-10-29,29-181,DAL,NA,LAR,W 43-20,0,0,0,0,14,46.7,TE,SaubEr00
515,Pharaoh Brown,61.5,Sun,8,8,2023-10-29,29-178,NWE,@,MIA,L 17-31,21,39.6,0,0,16,61.5,TE,BrowPh01
516,Dare Ogunbowale,70.8,Sun,7,8,2023-10-29,29-178,HOU,@,CAR,L 13-15,0,0,0,0,17,70.8,RB,OgunDa00
528,Alex Armah,71.4,Sun,8,8,2023-10-29,29-165,WAS,NA,PHI,L 31-38,6,8.3,0,0,20,71.4,RB,ArmaAl00
535,Patrick Ricard,7.1,Sun,8,8,2023-10-29,29-155,BAL,@,ARI,W 31-24,35,53.8,0,0,2,7.1,FB,RicaPa00
575,Kalif Raymond,20,Mon,8,8,2023-10-30,29-083,DET,NA,LVR,W 26-14,21,24.4,0,0,5,20,WR,RaymKa00
587,Godwin Igwebuike,34.6,Sun,7,8,2023-10-29,29-049,PIT,NA,JAX,L 10-20,0,0,0,0,9,34.6,RB,IgweGo00
597,Demarcus Robinson,56.7,Sun,8,8,2023-10-29,29-038,LAR,@,DAL,L 20-43,0,0,0,0,17,56.7,WR,RobiDe01
648,Johnny Mundt,47.8,Sun,8,8,2023-10-29,28-340,MIN,@,GNB,W 24-10,4,5.6,0,0,11,47.8,TE,MundJo00
665,Jakob Johnson,36,Mon,8,8,2023-10-30,28-319,LVR,@,DET,L 14-26,5,10.9,0,0,9,36,FB,JohnJa12
669,Zach Pascal,21.4,Sun,8,8,2023-10-29,28-315,ARI,NA,BAL,L 24-31,11,14.3,0,0,6,21.4,WR,PascZa00
687,Dallas Goedert,3.6,Sun,8,8,2023-10-29,28-299,PHI,@,WAS,W 38-31,58,92.1,0,0,1,3.6,TE,GoedDa00
688,KhaDarel Hodge,57.1,Sun,8,8,2023-10-29,28-299,ATL,@,TEN,L 23-28,29,42.6,0,0,20,57.1,WR,HodgKh00
715,Ross Dwelley,60,Sun,8,8,2023-10-29,28-276,SFO,NA,CIN,L 17-31,4,6.8,0,0,15,60,TE,DwelRo00
