rk,player,st_percent_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp,st_percent_18,pos,x9999
13,Matthew Slater,85.7,Sun,10,10,2023-11-12,38-064,NWE,NA,IND,L 6-10,0,0,0,0,18,85.7,WR,SlatMa00
34,Brandon Bolden,85.2,Sun,10,10,2023-11-12,33-290,LVR,NA,NYJ,W 16-12,0,0,0,0,23,85.2,RB,BoldBr00
51,Taysom Hill,41.4,Sun,10,10,2023-11-12,33-081,NOR,@,MIN,L 19-27,20,29.9,0,0,12,41.4,TE/QB,HillTa00
74,Cordarrelle Patterson,23.1,Sun,10,10,2023-11-12,32-240,ATL,@,ARI,L 23-25,22,31,0,0,6,23.1,RB,PattCo00
90,Logan Thomas,2.9,Sun,10,10,2023-11-12,32-134,WAS,@,SEA,L 26-29,45,73.8,0,0,1,2.9,TE,ThomLo00
114,Michael Burton,63,Mon,9,10,2023-11-13,31-285,DEN,@,BUF,W 24-22,12,16,0,0,17,63,FB,BurtMi00
144,MyCole Pruitt,23.1,Sun,10,10,2023-11-12,31-233,ATL,@,ARI,L 23-25,30,42.3,0,0,6,23.1,TE,PruiMy00
157,Keith Smith,65.4,Sun,10,10,2023-11-12,31-218,ATL,@,ARI,L 23-25,21,29.6,0,0,17,65.4,FB,SmitKe03
158,Chris Manhertz,18.5,Mon,9,10,2023-11-13,31-217,DEN,@,BUF,W 24-22,30,40,0,0,5,18.5,TE,ManhCh00
159,Robert Woods,6.3,Sun,9,10,2023-11-12,31-216,HOU,@,CIN,W 30-27,45,60,0,0,2,6.3,WR,WoodRo02
163,Jordan Akins,38.7,Sun,9,10,2023-11-12,31-207,CLE,@,BAL,W 33-31,5,6.4,0,0,12,38.7,TE,AkinJo00
212,Jordan Matthews,67.9,Thu,9,10,2023-11-09,31-116,CAR,@,CHI,L 13-16,0,0,0,0,19,67.9,TE,MattJo00
249,C.J. Uzomah,48.1,Sun,9,10,2023-11-12,30-302,NYJ,@,LVR,L 12-16,23,34.8,0,0,13,48.1,TE,UzomC.00
253,Ty Montgomery,71.4,Sun,10,10,2023-11-12,30-294,NWE,NA,IND,L 6-10,1,1.4,0,0,15,71.4,RB,MontTy01
273,Nick Vannett,30,Sun,9,10,2023-11-12,30-251,LAC,NA,DET,L 38-41,11,15.3,0,0,9,30,TE,VannNi00
284,DeAndre Carter,40.7,Sun,10,10,2023-11-12,30-216,LVR,NA,NYJ,W 16-12,7,10.9,0,0,11,40.7,WR,CartDe02
324,Ameer Abdullah,63,Sun,10,10,2023-11-12,30-152,LVR,NA,NYJ,W 16-12,10,15.6,0,0,17,63,RB,AbduAm00
325,Jamison Crowder,14.3,Sun,10,10,2023-11-12,30-148,WAS,@,SEA,L 26-29,6,9.8,0,0,5,14.3,WR,CrowJa00
348,C.J. Ham,55.2,Sun,10,10,2023-11-12,30-113,MIN,NA,NOR,W 27-19,10,13.7,0,0,16,55.2,FB,HamxC.00
380,Hayden Hurst,35.7,Thu,9,10,2023-11-09,30-077,CAR,@,CHI,L 13-16,33,55,0,0,10,35.7,TE,HursHa00
389,Geoff Swaim,30.8,Sun,10,10,2023-11-12,30-057,ARI,NA,ATL,W 25-23,32,49.2,0,0,8,30.8,TE,SwaiGe00
391,Mo Alie-Cox,38.1,Sun,10,10,2023-11-12,30-054,IND,@,NWE,W 10-6,34,59.6,0,0,8,38.1,TE,AlieMo00
430,Byron Pringle,28.6,Sun,10,10,2023-11-12,29-360,WAS,@,SEA,L 26-29,10,16.4,0,0,10,28.6,WR,PrinBy00
495,Dwayne Washington,63,Mon,9,10,2023-11-13,29-203,DEN,@,BUF,W 24-22,0,0,0,0,17,63,RB,WashDw00
498,Eric Saubert,34.4,Sun,9,10,2023-11-12,29-195,HOU,@,CIN,W 30-27,24,32,0,0,11,34.4,TE,SaubEr00
499,Trent Taylor,21.4,Thu,10,10,2023-11-09,29-193,CHI,NA,CAR,W 16-13,6,8.3,0,0,6,21.4,WR,TaylTr02
500,Robert Tonyan,50,Thu,10,10,2023-11-09,29-193,CHI,NA,CAR,W 16-13,23,31.9,0,0,14,50,TE,TonyRo00
501,Pharaoh Brown,52.4,Sun,10,10,2023-11-12,29-192,NWE,NA,IND,L 6-10,33,47.8,0,0,11,52.4,TE,BrowPh01
502,Dare Ogunbowale,62.5,Sun,9,10,2023-11-12,29-192,HOU,@,CIN,W 30-27,0,0,0,0,20,62.5,RB,OgunDa00
514,Alex Armah,54.3,Sun,10,10,2023-11-12,29-179,WAS,@,SEA,L 26-29,6,9.8,0,0,19,54.3,RB,ArmaAl00
524,Patrick Ricard,22.6,Sun,10,10,2023-11-12,29-169,BAL,NA,CLE,L 31-33,32,59.3,0,0,7,22.6,FB,RicaPa00
572,Kalif Raymond,6.7,Sun,9,10,2023-11-12,29-096,DET,@,LAC,W 41-38,17,25.8,0,0,2,6.7,WR,RaymKa00
625,Tanner Hudson,18.8,Sun,9,10,2023-11-12,29-000,CIN,NA,HOU,L 27-30,20,31.3,0,0,6,18.8,TE,HudsTa00
638,Johnny Mundt,55.2,Sun,10,10,2023-11-12,28-354,MIN,NA,NOR,W 27-19,16,21.9,0,0,16,55.2,TE,MundJo00
657,Zach Pascal,65.4,Sun,10,10,2023-11-12,28-329,ARI,NA,ATL,W 25-23,3,4.6,0,0,17,65.4,WR,PascZa00
673,KhaDarel Hodge,65.4,Sun,10,10,2023-11-12,28-313,ATL,@,ARI,L 23-25,28,39.4,0,0,17,65.4,WR,HodgKh00
703,Ross Dwelley,69.6,Sun,9,10,2023-11-12,28-290,SFO,@,JAX,W 34-3,15,24.2,0,0,16,69.6,TE,DwelRo00
731,Matt Breida,38.7,Sun,10,10,2023-11-12,28-257,NYG,@,DAL,L 17-49,13,22.8,0,0,12,38.7,RB,BreiMa00
757,Jamal Agnew,13,Sun,9,10,2023-11-12,28-223,JAX,NA,SFO,L 3-34,3,5.3,0,0,3,13,WR,AgneJa00
760,Isaiah McKenzie,33.3,Sun,10,10,2023-11-12,28-217,IND,@,NWE,W 10-6,26,45.6,0,0,7,33.3,WR,McKeIs00
771,Kevin Rader,78.3,Sun,9,10,2023-11-12,28-200,TEN,@,TAM,L 6-20,4,6.3,0,0,18,78.3,TE,RadeKe00
854,Brandon Powell,20.7,Sun,10,10,2023-11-12,28-061,MIN,NA,NOR,W 27-19,49,67.1,0,0,6,20.7,WR,PoweBr00
