rk,player,st_percent_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp,st_percent_18,pos,x9999
4,Marcedes Lewis,2.9,Sun,14,15,2023-12-17,39-212,CHI,@,CLE,L 17-20,25,34.2,0,0,1,2.9,TE,LewiMa00
9,Matthew Slater,80,Sun,14,15,2023-12-17,38-099,NWE,NA,KAN,L 17-27,0,0,0,0,24,80,WR,SlatMa00
30,Brandon Bolden,75.7,Thu,14,15,2023-12-14,33-322,LVR,NA,LAC,W 63-21,2,3.1,0,0,28,75.7,RB,BoldBr00
47,Taysom Hill,26.1,Sun,14,15,2023-12-17,33-116,NOR,NA,NYG,W 24-6,12,19.4,0,0,6,26.1,TE/QB,HillTa00
68,Cordarrelle Patterson,15.8,Sun,14,15,2023-12-17,32-275,ATL,@,CAR,L 7-9,14,26.9,0,0,3,15.8,RB,PattCo00
75,Kyle Juszczyk,22.6,Sun,14,15,2023-12-17,32-238,SFO,@,ARI,W 45-29,28,50,0,0,7,22.6,FB,JuszKy00
91,Blake Bell,13.3,Sun,14,15,2023-12-17,32-132,KAN,@,NWE,W 27-17,10,15.4,0,0,4,13.3,TE,BellBl00
108,Michael Burton,58.6,Sat,14,15,2023-12-16,31-318,DEN,@,DET,L 17-42,9,14.1,0,0,17,58.6,FB,BurtMi00
118,MyCole Pruitt,21.1,Sun,14,15,2023-12-17,31-268,ATL,@,CAR,L 7-9,23,44.2,0,0,4,21.1,TE,PruiMy00
129,Keith Smith,57.9,Sun,14,15,2023-12-17,31-253,ATL,@,CAR,L 7-9,10,19.2,0,0,11,57.9,FB,SmitKe03
130,Chris Manhertz,31,Sat,14,15,2023-12-16,31-250,DEN,@,DET,L 17-42,16,25,0,0,9,31,TE,ManhCh00
137,Jordan Akins,48.6,Sun,14,15,2023-12-17,31-242,CLE,NA,CHI,W 20-17,11,15.9,0,0,17,48.6,TE,AkinJo00
150,Jerick McKinnon,40,Sun,14,15,2023-12-17,31-228,KAN,@,NWE,W 27-17,22,33.8,0,0,12,40,RB,McKiJe00
216,Tyler Kroft,25,Sun,14,15,2023-12-17,31-063,MIA,NA,NYJ,W 30-0,8,13.1,0,0,6,25,TE,KrofTy00
220,Chris Conley,54.8,Sun,14,15,2023-12-17,31-053,SFO,@,ARI,W 45-29,6,10.7,0,0,17,54.8,WR,ConlCh00
