rk,player,st_percent_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp,st_percent_18,pos,x9999
19,Matthew Slater,92.3,Sun,4,4,2023-10-01,38-022,NWE,@,DAL,L 3-38,0,0,0,0,24,92.3,WR,SlatMa00
23,Jimmy Graham,3.8,Sun,4,4,2023-10-01,36-311,NOR,NA,TAM,L 9-26,42,64.6,0,0,1,3.8,TE,GrahJi00
40,Brandon Bolden,88,Sun,4,4,2023-10-01,33-248,LVR,@,LAC,L 17-24,0,0,0,0,22,88,RB,BoldBr00
59,Randall Cobb,3.8,Sun,4,4,2023-10-01,33-040,NYJ,NA,KAN,L 20-23,23,39,0,0,1,3.8,WR,CobbRa00
60,Taysom Hill,38.5,Sun,4,4,2023-10-01,33-039,NOR,NA,TAM,L 9-26,33,50.8,0,0,10,38.5,TE/QB,HillTa00
84,Cordarrelle Patterson,27.3,Sun,4,4,2023-10-01,32-198,ATL,@,JAX,L 7-23,1,1.7,0,0,6,27.3,RB,PattCo00
101,Blake Bell,19.2,Sun,4,4,2023-10-01,32-055,KAN,@,NYJ,W 23-20,16,22.9,0,0,5,19.2,TE,BellBl00
138,Michael Burton,61.5,Sun,4,4,2023-10-01,31-242,DEN,@,CHI,W 31-28,11,22.9,0,0,16,61.5,FB,BurtMi00
174,MyCole Pruitt,31.8,Sun,4,4,2023-10-01,31-191,ATL,@,JAX,L 7-23,19,32.8,0,0,7,31.8,TE,PruiMy00
189,Keith Smith,72.7,Sun,4,4,2023-10-01,31-176,ATL,@,JAX,L 7-23,17,29.3,0,0,16,72.7,FB,SmitKe03
190,Chris Manhertz,19.2,Sun,4,4,2023-10-01,31-174,DEN,@,CHI,W 31-28,21,43.8,0,0,5,19.2,TE,ManhCh00
191,Robert Woods,8,Sun,4,4,2023-10-01,31-174,HOU,NA,PIT,W 30-6,51,71.8,0,0,2,8,WR,WoodRo02
197,Jordan Akins,14.3,Sun,4,4,2023-10-01,31-165,CLE,NA,BAL,L 3-28,15,21.7,0,0,4,14.3,TE,AkinJo00
207,Jerick McKinnon,38.5,Sun,4,4,2023-10-01,31-151,KAN,@,NYJ,W 23-20,22,31.4,0,0,10,38.5,RB,McKiJe00
238,Willie Snead,18.2,Sun,4,4,2023-10-01,30-349,SFO,NA,ARI,W 35-16,7,12.7,0,0,4,18.2,WR,SneaWi00
266,C.J. Uzomah,57.7,Sun,4,4,2023-10-01,30-260,NYJ,NA,KAN,L 20-23,21,35.6,0,0,15,57.7,TE,UzomC.00
272,Ty Montgomery,57.7,Sun,4,4,2023-10-01,30-252,NWE,@,DAL,L 3-38,1,1.8,0,0,15,57.7,RB,MontTy01
306,DeAndre Carter,40,Sun,4,4,2023-10-01,30-174,LVR,@,LAC,L 17-24,8,11,0,0,10,40,WR,CartDe02
350,Ameer Abdullah,56,Sun,4,4,2023-10-01,30-110,LVR,@,LAC,L 17-24,15,20.5,0,0,14,56,RB,AbduAm00
353,Chris Moore,14.3,Sun,4,4,2023-10-01,30-107,TEN,NA,CIN,W 27-3,52,78.8,0,0,3,14.3,WR,MoorCh00
354,Jamison Crowder,9.7,Sun,4,4,2023-10-01,30-106,WAS,@,PHI,L 31-34 (OT),0,0,0,0,3,9.7,WR,CrowJa00
383,C.J. Ham,50,Sun,4,4,2023-10-01,30-071,MIN,@,CAR,W 21-13,5,10.4,0,0,11,50,FB,HamxC.00
420,Geoff Swaim,40.9,Sun,4,4,2023-10-01,30-015,ARI,@,SFO,L 16-35,20,28.2,0,0,9,40.9,TE,SwaiGe00
