Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Marcedes Lewis,0,0,0,0,0,27.8,Thu,10,10,2023-11-09,39-174,CHI,,CAR,W 16-13,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,20,27.8,0,0.0,0,0.0,TE,LewiMa00
2,Matthew Slater,0,0,0,0,0,0.0,Sun,10,10,2023-11-12,38-064,NWE,,IND,L 6-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,18,85.7,WR,SlatMa00
3,Russell Wilson,24,9,0,0,0,100.0,Mon,9,10,2023-11-13,34-349,DEN,@,BUF,W 24-22,24,29,5,82.8,193,2,0,0,6.9,0.0,117.4,4,15,12.12,6.7,8.03,6.61,8.0,45.5,9,30,3.3,0,3,33.3,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,75,100.0,0,0.0,0,0.0,QB,WilsRu00
4,Latavius Murray,0,9,3,1,0,51.9,Mon,10,10,2023-11-13,33-299,BUF,,DEN,L 22-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,9,68,7.6,1,7,100.0,3,2,1,0.5,0,66.7,0.3,0,0.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,28,51.9,0,0.0,0,0.0,RB,MurrLa00
5,Brandon Bolden,0,0,0,0,0,0.0,Sun,10,10,2023-11-12,33-290,LVR,,NYJ,W 16-12,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,23,85.2,RB,BoldBr00
6,Taysom Hill,0,1,4,0,0,29.9,Sun,10,10,2023-11-12,33-081,NOR,@,MIN,L 19-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,6,6.0,0,0,100.0,4,2,17,8.5,0,50.0,4.3,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,20,29.9,0,0.0,12,41.4,TE/QB,HillTa00
7,Adam Thielen,0,0,10,0,0,100.0,Thu,9,10,2023-11-09,33-079,CAR,@,CHI,L 13-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,6,42,7.0,0,60.0,4.2,2,30.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,60,100.0,0,0.0,0,0.0,WR,ThieAd00
8,Geno Smith,31,1,0,0,0,100.0,Sun,9,10,2023-11-12,33-033,SEA,,WAS,W 29-26,31,47,16,66.0,369,2,0,0,4.3,0.0,103.9,1,0,2.08,7.9,8.70,8.52,11.9,45.8,1,13,13.0,0,1,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,81,100.0,0,0.0,0,0.0,QB,SmitGe00
9,Cordarrelle Patterson,0,3,2,0,0,31.0,Sun,10,10,2023-11-12,32-240,ATL,@,ARI,L 23-25,0,0,0,,0,0,0,0,,,,0,0,,,,,,,3,13,4.3,0,1,66.7,2,2,7,3.5,0,100.0,3.5,0,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,22,31.0,0,0.0,6,23.1,RB,PattCo00
10,Derek Carr,13,1,0,0,1,49.3,Sun,10,10,2023-11-12,32-229,NOR,@,MIN,L 19-27,13,18,5,72.2,110,0,0,0,0.0,0.0,87.7,2,12,10.00,6.1,6.11,4.90,8.5,45.0,1,10,10.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,33,49.3,0,0.0,0,0.0,QB,CarrDe02
