rk,player,st_percent_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp,st_percent_18,pos,x9999
18,Matthew Slater,96.8,Sun,5,5,2023-10-08,38-029,NWE,NA,NOR,L 0-34,0,0,0,0,30,96.8,WR,SlatMa00
39,Brandon Bolden,75,Mon,5,5,2023-10-09,33-256,LVR,NA,GNB,W 17-13,0,0,0,0,18,75,RB,BoldBr00
57,Randall Cobb,3.1,Sun,5,5,2023-10-08,33-047,NYJ,@,DEN,W 31-21,23,35.4,0,0,1,3.1,WR,CobbRa00
58,Taysom Hill,51.6,Sun,5,5,2023-10-08,33-046,NOR,@,NWE,W 34-0,28,38.9,0,0,16,51.6,TE/QB,HillTa00
83,Cordarrelle Patterson,20.7,Sun,5,5,2023-10-08,32-205,ATL,NA,HOU,W 21-19,5,6.5,0,0,6,20.7,RB,PattCo00
100,Blake Bell,25,Sun,5,5,2023-10-08,32-062,KAN,@,MIN,W 27-20,20,30.3,0,0,6,25,TE,BellBl00
132,Michael Burton,65.6,Sun,5,5,2023-10-08,31-249,DEN,NA,NYJ,L 21-31,6,9.5,0,0,21,65.6,FB,BurtMi00
170,MyCole Pruitt,20.7,Sun,5,5,2023-10-08,31-198,ATL,NA,HOU,W 21-19,35,45.5,0,0,6,20.7,TE,PruiMy00
183,Keith Smith,72.4,Sun,5,5,2023-10-08,31-183,ATL,NA,HOU,W 21-19,22,28.6,0,0,21,72.4,FB,SmitKe03
184,Chris Manhertz,25,Sun,5,5,2023-10-08,31-181,DEN,NA,NYJ,L 21-31,15,23.8,0,0,8,25,TE,ManhCh00
185,Robert Woods,10.3,Sun,5,5,2023-10-08,31-181,HOU,@,ATL,L 19-21,39,67.2,0,0,3,10.3,WR,WoodRo02
203,Jerick McKinnon,37.5,Sun,5,5,2023-10-08,31-158,KAN,@,MIN,W 27-20,18,27.3,0,0,9,37.5,RB,McKiJe00
234,Tyler Kroft,7.7,Sun,5,5,2023-10-08,30-358,MIA,NA,NYG,W 31-16,0,0,0,0,2,7.7,TE,KrofTy00
263,C.J. Uzomah,50,Sun,5,5,2023-10-08,30-267,NYJ,@,DEN,W 31-21,29,44.6,0,0,16,50,TE,UzomC.00
268,Ty Montgomery,51.6,Sun,5,5,2023-10-08,30-259,NWE,NA,NOR,L 0-34,15,27.8,0,0,16,51.6,RB,MontTy01
303,DeAndre Carter,37.5,Mon,5,5,2023-10-09,30-182,LVR,NA,GNB,W 17-13,18,28.1,0,0,9,37.5,WR,CartDe02
346,Ameer Abdullah,50,Mon,5,5,2023-10-09,30-118,LVR,NA,GNB,W 17-13,11,17.2,0,0,12,50,RB,AbduAm00
347,Chris Moore,4.5,Sun,5,5,2023-10-08,30-114,TEN,@,IND,L 16-23,37,61.7,0,0,1,4.5,WR,MoorCh00
351,Jamison Crowder,10,Thu,5,5,2023-10-05,30-110,WAS,NA,CHI,L 20-40,8,11.4,0,0,3,10,WR,CrowJa00
378,C.J. Ham,50,Sun,5,5,2023-10-08,30-078,MIN,NA,KAN,L 20-27,18,25,0,0,12,50,FB,HamxC.00
400,Hayden Hurst,3.7,Sun,5,5,2023-10-08,30-045,CAR,@,DET,L 24-42,42,59.2,0,0,1,3.7,TE,HursHa00
416,Mack Hollins,13.8,Sun,5,5,2023-10-08,30-022,ATL,NA,HOU,W 21-19,30,39,0,0,4,13.8,WR,HollMa00
417,Geoff Swaim,37,Sun,5,5,2023-10-08,30-022,ARI,NA,CIN,L 20-34,22,38.6,0,0,10,37,TE,SwaiGe00
418,Mo Alie-Cox,9.1,Sun,5,5,2023-10-08,30-019,IND,NA,TEN,W 23-16,12,18.2,0,0,2,9.1,TE,AlieMo00
439,Byron Pringle,46.7,Thu,5,5,2023-10-05,29-322,WAS,NA,CHI,L 20-40,11,15.7,0,0,14,46.7,WR,PrinBy00
527,Dwayne Washington,68.8,Sun,5,5,2023-10-08,29-167,DEN,NA,NYJ,L 21-31,0,0,0,0,22,68.8,RB,WashDw00
532,Trent Taylor,20,Thu,5,5,2023-10-05,29-158,CHI,@,WAS,W 40-20,0,0,0,0,6,20,WR,TaylTr02
533,Robert Tonyan,53.3,Thu,5,5,2023-10-05,29-158,CHI,@,WAS,W 40-20,21,32.8,0,0,16,53.3,TE,TonyRo00
534,Pharaoh Brown,58.1,Sun,5,5,2023-10-08,29-157,NWE,NA,NOR,L 0-34,11,20.4,0,0,18,58.1,TE,BrowPh01
553,Patrick Ricard,32,Sun,5,5,2023-10-08,29-134,BAL,@,PIT,L 10-17,26,37.1,0,0,8,32,FB,RicaPa00
582,Kalif Raymond,18.5,Sun,5,5,2023-10-08,29-061,DET,NA,CAR,W 42-24,29,48.3,0,0,5,18.5,WR,RaymKa00
598,Evan Engram,8,Sun,5,5,2023-10-08,29-036,JAX,@,BUF,W 25-20,75,85.2,0,0,2,8,TE,EngrEv00
647,Corey Clement,48.1,Sun,5,5,2023-10-08,28-340,ARI,NA,CIN,L 20-34,0,0,0,0,13,48.1,RB,ClemCo00
664,Darrell Daniels,77.8,Sun,5,5,2023-10-08,28-320,DET,NA,CAR,W 42-24,15,25,0,0,21,77.8,TE,DaniDa02
666,Johnny Mundt,45.8,Sun,5,5,2023-10-08,28-319,MIN,NA,KAN,L 20-27,10,13.9,0,0,11,45.8,TE,MundJo00
690,Jakob Johnson,33.3,Mon,5,5,2023-10-09,28-298,LVR,NA,GNB,W 17-13,10,15.6,0,0,8,33.3,FB,JohnJa12
693,Derrick Gore,60,Thu,5,5,2023-10-05,28-296,WAS,NA,CHI,L 20-40,7,10,0,0,18,60,RB,GoreDe00
695,Zach Pascal,66.7,Sun,5,5,2023-10-08,28-294,ARI,NA,CIN,L 20-34,10,17.5,0,0,18,66.7,WR,PascZa00
700,Calvin Ridley,8,Sun,5,5,2023-10-08,28-292,JAX,@,BUF,W 25-20,75,85.2,0,0,2,8,WR,RidlCa00
708,Keith Kirkwood,22.6,Sun,5,5,2023-10-08,28-286,NOR,@,NWE,W 34-0,17,23.6,0,0,7,22.6,WR,KirkKe00
