rk,player,st_percent_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp,st_percent_18,pos,x9999
10,Matthew Slater,89.3,Thu,13,14,2023-12-07,38-089,NWE,@,PIT,W 21-18,0,0,0,0,25,89.3,WR,SlatMa00
31,Brandon Bolden,100,Sun,13,14,2023-12-10,33-318,LVR,NA,MIN,L 0-3,0,0,0,0,22,100,RB,BoldBr00
69,Cordarrelle Patterson,18.8,Sun,13,14,2023-12-10,32-268,ATL,NA,TAM,L 25-29,12,16.7,0,0,6,18.8,RB,PattCo00
77,Kyle Juszczyk,14.8,Sun,13,14,2023-12-10,32-231,SFO,NA,SEA,W 28-16,23,42.6,0,0,4,14.8,FB,JuszKy00
92,Blake Bell,20.8,Sun,13,14,2023-12-10,32-125,KAN,NA,BUF,L 17-20,6,9.1,0,0,5,20.8,TE,BellBl00
109,Michael Burton,70.8,Sun,13,14,2023-12-10,31-312,DEN,@,LAC,W 24-7,14,20.9,0,0,17,70.8,FB,BurtMi00
123,MyCole Pruitt,34.4,Sun,13,14,2023-12-10,31-261,ATL,NA,TAM,L 25-29,21,29.2,0,0,11,34.4,TE,PruiMy00
134,Raheem Mostert,3.2,Mon,13,14,2023-12-11,31-246,MIA,NA,TEN,L 27-28,46,63.9,0,0,1,3.2,RB,MostRa00
135,Keith Smith,59.4,Sun,13,14,2023-12-10,31-246,ATL,NA,TAM,L 25-29,11,15.3,0,0,19,59.4,FB,SmitKe03
136,Chris Manhertz,8.3,Sun,13,14,2023-12-10,31-244,DEN,@,LAC,W 24-7,23,34.3,0,0,2,8.3,TE,ManhCh00
142,Jordan Akins,26.5,Sun,13,14,2023-12-10,31-235,CLE,NA,JAX,W 31-27,17,22.4,0,0,9,26.5,TE,AkinJo00
155,Jerick McKinnon,33.3,Sun,13,14,2023-12-10,31-221,KAN,NA,BUF,L 17-20,30,45.5,0,0,8,33.3,RB,McKiJe00
222,Chris Conley,40.7,Sun,13,14,2023-12-10,31-046,SFO,NA,SEA,W 28-16,8,14.8,0,0,11,40.7,WR,ConlCh00
226,Alex Erickson,20.8,Sun,13,14,2023-12-10,31-034,LAC,NA,DEN,L 7-24,45,66.2,0,0,5,20.8,WR,EricAl01
240,Ty Montgomery,60.7,Thu,13,14,2023-12-07,30-319,NWE,@,PIT,W 21-18,6,10.5,0,0,17,60.7,RB,MontTy01
243,Stephen Anderson,75,Sun,13,14,2023-12-10,30-314,LAC,NA,DEN,L 7-24,2,2.9,0,0,18,75,TE,AndeSt01
259,Nick Vannett,20.8,Sun,13,14,2023-12-10,30-279,LAC,NA,DEN,L 7-24,15,22.1,0,0,5,20.8,TE,VannNi00
278,DeAndre Carter,54.5,Sun,13,14,2023-12-10,30-244,LVR,NA,MIN,L 0-3,2,3.7,0,0,12,54.5,WR,CartDe02
304,Ameer Abdullah,50,Sun,13,14,2023-12-10,30-180,LVR,NA,MIN,L 0-3,15,27.8,0,0,11,50,RB,AbduAm00
305,Chris Moore,25.8,Mon,13,14,2023-12-11,30-178,TEN,@,MIA,W 28-27,31,43.7,0,0,8,25.8,WR,MoorCh00
330,C.J. Ham,68.2,Sun,13,14,2023-12-10,30-141,MIN,@,LVR,W 3-0,8,11.1,0,0,15,68.2,FB,HamxC.00
376,Mack Hollins,46.9,Sun,13,14,2023-12-10,30-085,ATL,NA,TAM,L 25-29,6,8.3,0,0,15,46.9,WR,HollMa00
377,Mo Alie-Cox,14.8,Sun,13,14,2023-12-10,30-082,IND,@,CIN,L 14-34,18,28.1,0,0,4,14.8,TE,AlieMo00
445,Tyreek Hill,3.2,Mon,13,14,2023-12-11,29-285,MIA,NA,TEN,L 27-28,34,47.2,0,0,1,3.2,WR,HillTy00
467,Dwayne Washington,79.2,Sun,13,14,2023-12-10,29-230,DEN,@,LAC,W 24-7,0,0,0,0,19,79.2,RB,WashDw00
473,Trent Taylor,16.7,Sun,13,14,2023-12-10,29-224,CHI,NA,DET,W 28-13,10,14.1,0,0,4,16.7,WR,TaylTr02
474,Robert Tonyan,45.8,Sun,13,14,2023-12-10,29-224,CHI,NA,DET,W 28-13,17,23.9,0,0,11,45.8,TE,TonyRo00
475,Eric Saubert,69,Sun,13,14,2023-12-10,29-223,HOU,@,NYJ,L 6-30,17,30.4,0,0,20,69,TE,SaubEr00
478,Dare Ogunbowale,65.5,Sun,13,14,2023-12-10,29-220,HOU,@,NYJ,L 6-30,16,28.6,0,0,19,65.5,RB,OgunDa00
480,Pharaoh Brown,57.1,Thu,13,14,2023-12-07,29-217,NWE,@,PIT,W 21-18,28,49.1,0,0,16,57.1,TE,BrowPh01
497,Patrick Ricard,18.9,Sun,13,14,2023-12-10,29-197,BAL,NA,LAR,W 37-31 (OT),23,31.9,0,0,7,18.9,FB,RicaPa00
517,Amari Cooper,2.9,Sun,13,14,2023-12-10,29-176,CLE,NA,JAX,W 31-27,64,84.2,0,0,1,2.9,WR,CoopAm00
559,Kalif Raymond,12.5,Sun,13,14,2023-12-10,29-124,DET,@,CHI,L 13-28,23,35.4,0,0,3,12.5,WR,RaymKa00
570,Evan Engram,2.9,Sun,13,14,2023-12-10,29-099,JAX,@,CLE,L 27-31,68,89.5,0,0,1,2.9,TE,EngrEv00
573,Godwin Igwebuike,53.6,Thu,13,14,2023-12-07,29-088,PIT,NA,NWE,L 18-21,0,0,0,0,15,53.6,RB,IgweGo00
594,River Cracraft,3.2,Mon,13,14,2023-12-11,29-040,MIA,NA,TEN,L 27-28,14,19.4,0,0,1,3.2,WR,CracRi00
611,Johnny Mundt,54.5,Sun,13,14,2023-12-10,29-017,MIN,@,LVR,W 3-0,5,6.9,0,0,12,54.5,TE,MundJo00
632,Jakob Johnson,63.6,Sun,13,14,2023-12-10,28-360,LVR,NA,MIN,L 0-3,8,14.8,0,0,14,63.6,FB,JohnJa12
