Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Marcedes Lewis,0,0,0,0,0,25.8,Sun,8,8,2023-10-29,39-163,CHI,@,LAC,L 13-30,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,17,25.8,0,0.0,0,0.0,TE,LewiMa00
2,Matthew Slater,0,0,0,0,0,0.0,Sun,8,8,2023-10-29,38-050,NWE,@,MIA,L 17-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,23,88.5,WR,SlatMa00
3,Matthew Stafford,13,1,0,0,0,67.7,Sun,8,8,2023-10-29,35-264,LAR,@,DAL,L 20-43,13,22,9,59.1,162,1,1,1,4.5,4.5,78.2,1,9,4.35,7.4,6.23,5.57,12.5,43.5,1,9,9.0,0,0,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,1,0,2,0,0,0,0,0,42,67.7,0,0.0,0,0.0,QB,StafMa00
4,Kirk Cousins,23,2,0,0,0,84.7,Sun,8,8,2023-10-29,35-071,MIN,@,GNB,W 24-10,23,31,8,74.2,274,2,0,0,6.5,0.0,122.2,2,13,6.06,8.8,10.13,9.12,11.9,54.5,2,9,4.5,0,1,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,61,84.7,0,0.0,0,0.0,QB,CousKi00
5,Russell Wilson,12,8,0,0,2,100.0,Sun,8,8,2023-10-29,34-334,DEN,,KAN,W 24-9,12,19,7,63.2,114,3,0,0,15.8,0.0,119.3,6,27,24.00,6.0,9.16,5.88,9.5,32.0,8,30,3.8,0,4,75.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,2,0,0,0,0,71,100.0,0,0.0,0,0.0,QB,WilsRu00
6,Julio Jones,0,0,2,1,0,23.8,Sun,8,8,2023-10-29,34-268,PHI,@,WAS,W 38-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,8,8.0,1,50.0,4.0,1,50.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,15,23.8,0,0.0,0,0.0,WR,JoneJu02
7,Tyrod Taylor,4,5,0,0,1,33.3,Sun,8,8,2023-10-29,34-087,NYG,,NYJ,L 10-13 (OT),4,7,3,57.1,8,0,0,0,0.0,0.0,62.2,2,7,22.22,1.1,1.14,0.11,2.0,0.0,5,33,6.6,0,1,60.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,1,0,0,0,25,33.3,0,0.0,0,0.0,QB,TaylTy00
8,Travis Kelce,0,0,9,0,0,85.2,Sun,8,8,2023-10-29,34-024,KAN,@,DEN,L 9-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,6,58,9.7,0,66.7,6.4,4,55.6,0,0,0,,0,0,,0,0,0,0,0,0,0,0,52,85.2,0,0.0,0,0.0,TE,KelcTr00
9,Latavius Murray,0,5,1,0,0,33.3,Thu,8,8,2023-10-26,33-281,BUF,,TAM,W 24-18,0,0,0,,0,0,0,0,,,,0,0,,,,,,,5,7,1.4,0,1,20.0,1,1,4,4.0,0,100.0,4.0,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,23,33.3,0,0.0,0,0.0,RB,MurrLa00
10,Brandon Bolden,0,0,0,0,0,0.0,Mon,8,8,2023-10-30,33-277,LVR,@,DET,L 14-26,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,23,92.0,RB,BoldBr00
