rk,player,st_percent_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp,st_percent_18,pos,x9999
21,Matthew Slater,88,Sun,2,2,2023-09-17,38-008,NWE,NA,MIA,L 17-24,0,0,0,0,22,88,WR,SlatMa00
25,Taiwan Jones,60.7,Sun,2,2,2023-09-17,35-053,NYG,@,ARI,W 31-28,0,0,0,0,17,60.7,RB,JoneTa00
42,Brandon Bolden,63.6,Sun,2,2,2023-09-17,33-234,LVR,@,BUF,L 10-38,0,0,0,0,14,63.6,RB,BoldBr00
62,Taysom Hill,37,Mon,2,2,2023-09-18,33-026,NOR,@,CAR,W 20-17,31,40.3,0,0,10,37,TE/QB,HillTa00
103,Blake Bell,13.6,Sun,2,2,2023-09-17,32-041,KAN,@,JAX,W 17-9,15,22.4,0,0,3,13.6,TE,BellBl00
149,Michael Burton,53.3,Sun,2,2,2023-09-17,31-228,DEN,NA,WAS,L 33-35,13,19.7,0,0,16,53.3,FB,BurtMi00
188,MyCole Pruitt,40.7,Sun,2,2,2023-09-17,31-177,ATL,NA,GNB,W 25-24,38,46.3,0,0,11,40.7,TE,PruiMy00
199,Keith Smith,59.3,Sun,2,2,2023-09-17,31-162,ATL,NA,GNB,W 25-24,17,20.7,0,0,16,59.3,FB,SmitKe03
200,Chris Manhertz,20,Sun,2,2,2023-09-17,31-160,DEN,NA,WAS,L 33-35,21,31.8,0,0,6,20,TE,ManhCh00
201,Robert Woods,10.3,Sun,2,2,2023-09-17,31-160,HOU,NA,IND,L 20-31,72,85.7,0,0,3,10.3,WR,WoodRo02
210,Jerick McKinnon,68.2,Sun,2,2,2023-09-17,31-137,KAN,@,JAX,W 17-9,22,32.8,0,0,15,68.2,RB,McKiJe00
236,Tyler Lockett,3.6,Sun,2,2,2023-09-17,30-354,SEA,@,DET,W 37-31 (OT),62,86.1,0,0,1,3.6,WR,LockTy00
275,C.J. Uzomah,35.7,Sun,2,2,2023-09-17,30-246,NYJ,@,DAL,L 10-30,15,31.9,0,0,10,35.7,TE,UzomC.00
280,Ty Montgomery,52,Sun,2,2,2023-09-17,30-238,NWE,NA,MIA,L 17-24,3,4.1,0,0,13,52,RB,MontTy01
316,DeAndre Carter,36.4,Sun,2,2,2023-09-17,30-160,LVR,@,BUF,L 10-38,9,22.5,0,0,8,36.4,WR,CartDe02
363,Ameer Abdullah,59.1,Sun,2,2,2023-09-17,30-096,LVR,@,BUF,L 10-38,6,15,0,0,13,59.1,RB,AbduAm00
368,Chris Moore,26.7,Sun,2,2,2023-09-17,30-093,TEN,NA,LAC,W 27-24 (OT),30,46.2,0,0,8,26.7,WR,MoorCh00
369,Jamison Crowder,13.3,Sun,2,2,2023-09-17,30-092,WAS,@,DEN,W 35-33,0,0,0,0,4,13.3,WR,CrowJa00
392,C.J. Ham,48.3,Thu,2,2,2023-09-14,30-054,MIN,@,PHI,L 28-34,13,22.4,0,0,14,48.3,FB,HamxC.00
415,Hayden Hurst,3.7,Mon,2,2,2023-09-18,30-025,CAR,NA,NOR,L 17-20,33,55,0,0,1,3.7,TE,HursHa00
427,Mack Hollins,3.7,Sun,2,2,2023-09-17,30-001,ATL,NA,GNB,W 25-24,58,70.7,0,0,1,3.7,WR,HollMa00
428,Geoff Swaim,39.3,Sun,2,2,2023-09-17,30-001,ARI,NA,NYG,L 28-31,28,43.1,0,0,11,39.3,TE,SwaiGe00
429,Mo Alie-Cox,34.5,Sun,2,2,2023-09-17,29-363,IND,@,HOU,W 31-20,23,40.4,0,0,10,34.5,TE,AlieMo00
443,Byron Pringle,46.7,Sun,2,2,2023-09-17,29-304,WAS,@,DEN,W 35-33,13,17.8,0,0,14,46.7,WR,PrinBy00
544,Dwayne Washington,60,Sun,2,2,2023-09-17,29-146,DEN,NA,WAS,L 33-35,0,0,0,0,18,60,RB,WashDw00
548,Trent Taylor,14.8,Sun,2,2,2023-09-17,29-140,CHI,@,TAM,L 17-27,23,43.4,0,0,4,14.8,WR,TaylTr02
549,Robert Tonyan,48.1,Sun,2,2,2023-09-17,29-140,CHI,@,TAM,L 17-27,18,34,0,0,13,48.1,TE,TonyRo00
551,Pharaoh Brown,28,Sun,2,2,2023-09-17,29-136,NWE,NA,MIA,L 17-24,8,10.8,0,0,7,28,TE,BrowPh01
552,Dare Ogunbowale,58.6,Sun,2,2,2023-09-17,29-136,HOU,NA,IND,L 20-31,16,19,0,0,17,58.6,RB,OgunDa00
564,Patrick Ricard,36,Sun,2,2,2023-09-17,29-113,BAL,@,CIN,W 27-24,25,33.3,0,0,9,36,FB,RicaPa00
595,Kalif Raymond,10.7,Sun,2,2,2023-09-17,29-040,DET,NA,SEA,L 31-37 (OT),28,42.4,0,0,3,10.7,WR,RaymKa00
617,Godwin Igwebuike,22.2,Sun,2,2,2023-09-17,29-007,ATL,NA,GNB,W 25-24,1,1.2,0,0,6,22.2,RB,IgweGo00
631,Demarcus Robinson,17.9,Sun,2,2,2023-09-17,28-361,LAR,NA,SFO,L 23-30,6,7.5,0,0,5,17.9,WR,RobiDe01
694,Johnny Mundt,44.8,Thu,2,2,2023-09-14,28-295,MIN,@,PHI,L 28-34,1,1.7,0,0,13,44.8,TE,MundJo00
710,Hunter Henry,20,Sun,2,2,2023-09-17,28-284,NWE,NA,MIA,L 17-24,68,91.9,0,0,5,20,TE,HenrHu00
716,Jakob Johnson,45.5,Sun,2,2,2023-09-17,28-276,LVR,@,BUF,L 10-38,8,20,0,0,10,45.5,FB,JohnJa12
717,Zach Pascal,60.7,Sun,2,2,2023-09-17,28-273,ARI,NA,NYG,L 28-31,23,35.4,0,0,17,60.7,WR,PascZa00
732,KhaDarel Hodge,63,Sun,2,2,2023-09-17,28-257,ATL,NA,GNB,W 25-24,11,13.4,0,0,17,63,WR,HodgKh00
736,Dallas Goedert,3.4,Thu,2,2,2023-09-14,28-254,PHI,NA,MIN,W 34-28,74,96.1,0,0,1,3.4,TE,GoedDa00
752,Ross Dwelley,82.1,Sun,2,2,2023-09-17,28-234,SFO,@,LAR,W 30-23,1,1.8,0,0,23,82.1,TE,DwelRo00
770,Matt Breida,10.7,Sun,2,2,2023-09-17,28-201,NYG,@,ARI,W 31-28,2,2.9,0,0,3,10.7,RB,BreiMa00
792,Jamal Agnew,36.4,Sun,2,2,2023-09-17,28-167,JAX,NA,KAN,L 9-17,25,37.3,0,0,8,36.4,WR,AgneJa00
795,Isaiah McKenzie,10.3,Sun,2,2,2023-09-17,28-161,IND,@,HOU,W 31-20,2,3.5,0,0,3,10.3,WR,McKeIs00
806,Boston Scott,13.8,Thu,2,2,2023-09-14,28-140,PHI,NA,MIN,W 34-28,10,13,0,0,4,13.8,RB,ScotBo02
807,David Wells,29.6,Sun,2,2,2023-09-17,28-138,TAM,NA,CHI,W 27-17,18,25.4,0,0,8,29.6,TE,WellDa00
874,Durham Smythe,52,Sun,2,2,2023-09-17,28-039,MIA,@,NWE,W 24-17,61,96.8,0,0,13,52,TE,SmytDu00
896,Richie James,36.4,Sun,2,2,2023-09-17,28-012,KAN,@,JAX,W 17-9,3,4.5,0,0,8,36.4,WR,JameRi00
904,Trevon Wesco,33.3,Sun,2,2,2023-09-17,28-005,TEN,NA,LAC,W 27-24 (OT),40,61.5,0,0,10,33.3,TE,WescTr00
909,Brandon Powell,17.2,Thu,2,2,2023-09-14,28-002,MIN,@,PHI,L 28-34,0,0,0,0,5,17.2,WR,PoweBr00
910,Samaje Perine,20,Sun,2,2,2023-09-17,28-001,DEN,NA,WAS,L 33-35,33,50,0,0,6,20,RB,PeriSa00
921,Braxton Berrios,32,Sun,2,2,2023-09-17,27-346,MIA,@,NWE,W 24-17,21,33.3,0,0,8,32,WR,BerrBr00
