Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Marcedes Lewis,0,0,0,0,0,17.6,Sun,3,3,2023-09-24,39-128,CHI,@,KAN,L 10-41,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,9,17.6,0,0.0,0,0.0,TE,LewiMa00
2,Matthew Slater,0,0,0,0,0,0.0,Sun,3,3,2023-09-24,38-015,NWE,@,NYJ,W 15-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25,80.6,WR,SlatMa00
3,Jimmy Graham,0,0,1,1,0,27.9,Sun,3,3,2023-09-24,36-304,NOR,@,GNB,L 17-18,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,8,8.0,1,100.0,8.0,1,100.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,17,27.9,0,0.0,0,0.0,TE,GrahJi00
4,Andy Dalton,34,2,0,0,0,100.0,Sun,3,3,2023-09-24,35-330,CAR,@,SEA,L 27-37,34,58,24,58.6,361,2,0,0,3.4,0.0,88.4,3,27,4.92,6.2,6.91,6.13,10.6,42.6,2,11,5.5,0,1,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,79,100.0,0,0.0,0,0.0,QB,DaltAn00
5,Matthew Stafford,18,1,0,0,0,100.0,Mon,3,3,2023-09-25,35-230,LAR,@,CIN,L 16-19,18,33,15,54.5,269,1,2,0,3.0,6.1,66.4,6,48,15.38,8.2,6.03,3.87,14.9,38.5,1,7,7.0,0,1,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,55,100.0,0,0.0,0,0.0,QB,StafMa00
6,Ryan Tannehill,13,0,0,0,1,95.8,Sun,3,3,2023-09-24,35-059,TEN,@,CLE,L 3-27,13,25,12,52.0,104,0,0,0,0.0,0.0,62.7,5,36,16.67,4.2,4.16,2.27,8.0,23.3,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,46,95.8,0,0.0,0,0.0,QB,TannRy00
7,Kirk Cousins,32,1,0,0,0,100.0,Sun,3,3,2023-09-24,35-036,MIN,,LAC,L 24-28,32,50,18,64.0,367,3,1,0,6.0,2.0,97.7,4,22,7.41,7.3,7.64,6.67,11.5,46.3,1,10,10.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,82,100.0,0,0.0,0,0.0,QB,CousKi00
8,Russell Wilson,23,0,0,0,0,100.0,Sun,3,3,2023-09-24,34-299,DEN,@,MIA,L 20-70,23,38,15,60.5,306,1,1,0,2.6,2.6,83.9,1,12,2.56,8.1,7.39,6.90,13.3,48.7,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,62,100.0,0,0.0,0,0.0,QB,WilsRu00
9,Tyrod Taylor,0,1,0,0,0,6.0,Thu,3,3,2023-09-21,34-049,NYG,@,SFO,L 12-30,0,1,1,0.0,0,0,0,0,0.0,0.0,39.6,0,0,0.00,0.0,0.00,0.00,,0.0,1,2,2.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,3,6.0,0,0.0,0,0.0,QB,TaylTy00
10,Travis Kelce,0,0,8,1,0,61.0,Sun,3,3,2023-09-24,33-354,KAN,,CHI,W 41-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,7,69,9.9,1,87.5,8.6,4,75.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,47,61.0,0,0.0,0,0.0,TE,KelcTr00
11,Blaine Gabbert,3,2,0,0,0,27.3,Sun,3,3,2023-09-24,33-344,KAN,,CHI,W 41-10,3,5,2,60.0,31,0,2,0,0.0,40.0,38.3,0,0,0.00,6.2,-11.80,-11.80,10.3,60.0,2,-1,-0.5,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,21,27.3,0,0.0,0,0.0,QB,GabbBl00
12,Latavius Murray,0,5,1,1,0,25.0,Sun,3,3,2023-09-24,33-249,BUF,@,WAS,W 37-3,0,0,0,,0,0,0,0,,,,0,0,,,,,,,5,15,3.0,1,2,60.0,1,1,6,6.0,0,100.0,6.0,1,100.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,17,25.0,0,0.0,0,0.0,RB,MurrLa00
13,Brandon Bolden,0,0,0,0,0,0.0,Sun,3,3,2023-09-24,33-241,LVR,,PIT,L 18-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,26,89.7,RB,BoldBr00
14,Marvin Jones,0,0,0,0,0,41.4,Sun,3,3,2023-09-24,33-196,DET,,ATL,W 20-6,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,29,41.4,0,0.0,0,0.0,WR,JoneMa02
15,Randall Cobb,0,0,2,0,0,73.0,Sun,3,3,2023-09-24,33-033,NYJ,,NWE,L 10-15,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,12,12.0,0,50.0,6.0,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,46,73.0,0,0.0,0,0.0,WR,CobbRa00
16,Adam Thielen,0,0,14,1,0,92.4,Sun,3,3,2023-09-24,33-033,CAR,@,SEA,L 27-37,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,14,11,145,13.2,1,78.6,10.4,9,64.3,1,0,0,,0,0,,0,0,6,0,0,0,0,0,73,92.4,0,0.0,0,0.0,WR,ThieAd00
17,Taysom Hill,0,4,1,0,0,29.5,Sun,3,3,2023-09-24,33-032,NOR,@,GNB,L 17-18,0,0,0,,0,0,0,0,,,,0,0,,,,,,,4,12,3.0,0,0,50.0,1,1,9,9.0,0,100.0,9.0,0,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,18,29.5,0,0.0,12,48.0,TE/QB,HillTa00
18,Geno Smith,23,4,0,0,0,100.0,Sun,3,3,2023-09-24,32-349,SEA,,CAR,W 37-27,23,36,13,63.9,296,1,1,0,2.8,2.8,87.3,2,17,5.26,8.2,7.53,6.68,12.9,52.6,4,-4,-1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,75,100.0,0,0.0,0,0.0,QB,SmitGe00
19,Zach Ertz,0,0,2,0,0,59.0,Sun,3,3,2023-09-24,32-318,ARI,,DAL,W 28-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,6,3.0,0,100.0,3.0,0,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,36,59.0,0,0.0,0,0.0,TE,ErtzZa00
20,Marquise Goodwin,0,1,0,0,0,7.0,Sun,3,3,2023-09-24,32-309,CLE,,TEN,W 27-3,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,1,1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,5,7.0,0,0.0,0,0.0,WR,GoodMa00
21,Derek Carr,13,0,0,0,0,54.1,Sun,3,3,2023-09-24,32-180,NOR,@,GNB,L 17-18,13,18,5,72.2,103,1,0,0,5.6,0.0,104.6,3,21,14.29,5.7,6.83,4.86,7.9,47.6,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,33,54.1,0,0.0,0,0.0,QB,CarrDe02
22,Kyle Juszczyk,0,1,0,0,0,50.6,Thu,3,3,2023-09-21,32-151,SFO,,NYG,W 30-12,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,3,3.0,0,1,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,42,50.6,0,0.0,3,10.7,FB,JuszKy00
23,Blake Bell,0,0,0,0,0,28.6,Sun,3,3,2023-09-24,32-048,KAN,,CHI,W 41-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,22,28.6,0,0.0,10,40.0,TE,BellBl00
24,Jimmy Garoppolo,28,2,0,0,0,100.0,Sun,3,3,2023-09-24,31-326,LVR,,PIT,L 18-23,28,44,16,63.6,324,2,3,0,4.5,6.8,72.5,4,31,8.33,7.4,5.20,4.13,11.6,47.9,2,7,3.5,0,1,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,72,100.0,0,0.0,0,0.0,QB,GaroJi00
25,Michael Burton,0,0,0,0,0,11.3,Sun,3,3,2023-09-24,31-235,DEN,@,MIA,L 20-70,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,7,11.3,0,0.0,22,61.1,FB,BurtMi00
26,MyCole Pruitt,0,0,1,0,0,26.9,Sun,3,3,2023-09-24,31-184,ATL,@,DET,L 6-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,10,10.0,0,100.0,10.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,18,26.9,0,0.0,8,29.6,TE,PruiMy00
27,Keith Smith,0,0,0,0,0,14.9,Sun,3,3,2023-09-24,31-169,ATL,@,DET,L 6-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,10,14.9,0,0.0,20,74.1,FB,SmitKe03
28,Raheem Mostert,0,13,7,4,0,50.7,Sun,3,3,2023-09-24,31-168,MIA,,DEN,W 70-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,13,82,6.3,3,5,69.2,7,7,60,8.6,1,100.0,8.6,1,71.4,4,0,0,,0,0,,0,0,24,0,0,0,0,0,37,50.7,0,0.0,0,0.0,RB,MostRa00
29,Chris Manhertz,0,0,1,0,0,21.0,Sun,3,3,2023-09-24,31-167,DEN,@,MIA,L 20-70,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,0,0,,0,0.0,0.0,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,13,21.0,0,0.0,14,38.9,TE,ManhCh00
30,Robert Woods,0,0,6,0,0,76.8,Sun,3,3,2023-09-24,31-167,HOU,@,JAX,W 37-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,3,34,11.3,0,50.0,5.7,3,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,43,76.8,0,0.0,2,6.9,WR,WoodRo02
31,Jordan Akins,0,0,0,0,0,18.3,Sun,3,3,2023-09-24,31-158,CLE,,TEN,W 27-3,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,13,18.3,0,0.0,2,8.3,TE,AkinJo00
32,Keenan Allen,1,0,20,0,1,89.4,Sun,3,3,2023-09-24,31-150,LAC,@,MIN,W 28-24,1,1,0,100.0,49,1,0,0,100.0,0.0,158.3,0,0,0.00,49.0,69.00,69.00,49.0,100.0,0,0,,0,0,,20,18,215,11.9,0,90.0,10.8,10,65.0,0,0,0,,0,0,,0,0,0,1,1,0,0,0,59,89.4,0,0.0,0,0.0,WR,AlleKe00
33,Jerick McKinnon,0,2,3,2,0,28.6,Sun,3,3,2023-09-24,31-144,KAN,,CHI,W 41-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,2,9,4.5,0,1,50.0,3,3,19,6.3,2,100.0,6.3,3,100.0,2,0,0,,0,0,,0,0,12,0,0,0,0,0,22,28.6,0,0.0,9,36.0,RB,McKiJe00
34,DeAndre Hopkins,0,0,7,0,0,72.9,Sun,3,3,2023-09-24,31-110,TEN,@,CLE,L 3-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,3,48,16.0,0,42.9,6.9,3,42.9,0,0,0,,0,0,,0,0,0,0,0,0,0,0,35,72.9,0,0.0,0,0.0,WR,HopkDe00
35,Darren Waller,0,0,7,0,0,82.0,Thu,3,3,2023-09-21,31-008,NYG,@,SFO,L 12-30,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,3,20,6.7,0,42.9,2.9,1,42.9,0,0,0,,0,0,,0,0,0,0,0,0,0,0,41,82.0,0,0.0,0,0.0,TE,WallDa01
