rk,player,st_percent_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp,st_percent_18,pos,x9999
3,Marcedes Lewis,6.9,Sun,15,16,2023-12-24,39-219,CHI,NA,ARI,W 27-16,35,50,0,0,2,6.9,TE,LewiMa00
29,Brandon Bolden,84,Mon,15,16,2023-12-25,33-333,LVR,@,KAN,W 20-14,1,1.8,0,0,21,84,RB,BoldBr00
46,Taysom Hill,20.8,Thu,15,16,2023-12-21,33-120,NOR,@,LAR,L 22-30,10,16.7,0,0,5,20.8,TE/QB,HillTa00
67,Cordarrelle Patterson,10.7,Sun,15,16,2023-12-24,32-282,ATL,NA,IND,W 29-10,13,20.3,0,0,3,10.7,RB,PattCo00
73,Kyle Juszczyk,29.6,Mon,15,16,2023-12-25,32-246,SFO,NA,BAL,L 19-33,28,40,0,0,8,29.6,FB,JuszKy00
89,Blake Bell,20,Mon,15,16,2023-12-25,32-140,KAN,NA,LVR,L 14-20,9,11.8,0,0,5,20,TE,BellBl00
107,Michael Burton,69.7,Sun,15,16,2023-12-24,31-326,DEN,NA,NWE,L 23-26,16,23.2,0,0,23,69.7,FB,BurtMi00
116,MyCole Pruitt,39.3,Sun,15,16,2023-12-24,31-275,ATL,NA,IND,W 29-10,24,37.5,0,0,11,39.3,TE,PruiMy00
124,Chris Manhertz,9.1,Sun,15,16,2023-12-24,31-258,DEN,NA,NWE,L 23-26,24,34.8,0,0,3,9.1,TE,ManhCh00
125,Robert Woods,16.7,Sun,15,16,2023-12-24,31-258,HOU,NA,CLE,L 22-36,61,81.3,0,0,4,16.7,WR,WoodRo02
131,Jordan Akins,41.7,Sun,15,16,2023-12-24,31-249,CLE,@,HOU,W 36-22,15,18.3,0,0,10,41.7,TE,AkinJo00
214,Willie Snead,37,Mon,15,16,2023-12-25,31-069,SFO,NA,BAL,L 19-33,25,35.7,0,0,10,37,WR,SneaWi00
218,Chris Conley,51.9,Mon,15,16,2023-12-25,31-061,SFO,NA,BAL,L 19-33,12,17.1,0,0,14,51.9,WR,ConlCh00
221,Alex Erickson,13.3,Sat,15,16,2023-12-23,31-047,LAC,NA,BUF,L 22-24,37,52.9,0,0,4,13.3,WR,EricAl01
230,Davante Adams,4,Mon,15,16,2023-12-25,31-001,LVR,@,KAN,W 20-14,50,90.9,0,0,1,4,WR,AdamDa01
235,Tyler Higbee,8.3,Thu,15,16,2023-12-21,30-354,LAR,NA,NOR,W 30-22,52,74.3,0,0,2,8.3,TE,HigbTy00
254,Nick Vannett,3.3,Sat,15,16,2023-12-23,30-292,LAC,NA,BUF,L 22-24,16,22.9,0,0,1,3.3,TE,VannNi00
267,DeAndre Carter,32,Mon,15,16,2023-12-25,30-259,LVR,@,KAN,W 20-14,0,0,0,0,8,32,WR,CartDe02
293,Ameer Abdullah,56,Mon,15,16,2023-12-25,30-195,LVR,@,KAN,W 20-14,12,21.8,0,0,14,56,RB,AbduAm00
295,Chris Moore,27.3,Sun,15,16,2023-12-24,30-191,TEN,NA,SEA,L 17-20,49,74.2,0,0,6,27.3,WR,MoorCh00
296,Jamison Crowder,16.7,Sun,15,16,2023-12-24,30-190,WAS,@,NYJ,L 28-30,5,8.2,0,0,6,16.7,WR,CrowJa00
297,Cooper Kupp,8.3,Thu,15,16,2023-12-21,30-189,LAR,NA,NOR,W 30-22,70,100,0,0,2,8.3,WR,KuppCo00
322,C.J. Ham,57.7,Sun,15,16,2023-12-24,30-155,MIN,NA,DET,L 24-30,17,30.9,0,0,15,57.7,FB,HamxC.00
340,Mike Evans,5,Sun,15,16,2023-12-24,30-125,TAM,NA,JAX,W 30-12,57,77,0,0,1,5,WR,EvanMi00
362,Mack Hollins,64.3,Sun,15,16,2023-12-24,30-099,ATL,NA,IND,W 29-10,15,23.4,0,0,18,64.3,WR,HollMa00
364,Mo Alie-Cox,21.4,Sun,15,16,2023-12-24,30-096,IND,@,ATL,L 10-29,19,26.8,0,0,6,21.4,TE,AlieMo00
