rk,player,st_percent_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp,st_percent_18,pos,x9999
5,Marcedes Lewis,3.8,Sun,11,11,2023-11-19,39-184,CHI,@,DET,L 26-31,30,40,0,0,1,3.8,TE,LewiMa00
33,Brandon Bolden,88.5,Sun,11,11,2023-11-19,33-297,LVR,@,MIA,L 13-20,0,0,0,0,23,88.5,RB,BoldBr00
95,Blake Bell,15.4,Mon,10,11,2023-11-20,32-105,KAN,NA,PHI,L 17-21,3,3.8,0,0,4,15.4,TE,BellBl00
112,Michael Burton,59.3,Sun,10,11,2023-11-19,31-291,DEN,NA,MIN,W 21-20,9,16.4,0,0,16,59.3,FB,BurtMi00
152,Chris Manhertz,18.5,Sun,10,11,2023-11-19,31-223,DEN,NA,MIN,W 21-20,18,32.7,0,0,5,18.5,TE,ManhCh00
160,Jordan Akins,41.4,Sun,10,11,2023-11-19,31-214,CLE,NA,PIT,W 13-10,15,20,0,0,12,41.4,TE,AkinJo00
168,Jerick McKinnon,61.5,Mon,10,11,2023-11-20,31-201,KAN,NA,PHI,L 17-21,24,30.4,0,0,16,61.5,RB,McKiJe00
225,Tyler Kroft,34.6,Sun,10,11,2023-11-19,31-035,MIA,NA,LVR,W 20-13,21,30,0,0,9,34.6,TE,KrofTy00
245,C.J. Uzomah,55.6,Sun,10,11,2023-11-19,30-309,NYJ,@,BUF,L 6-32,6,10.5,0,0,15,55.6,TE,UzomC.00
269,Nick Vannett,50,Sun,10,11,2023-11-19,30-258,LAC,@,GNB,L 20-23,11,16.9,0,0,13,50,TE,VannNi00
283,DeAndre Carter,30.8,Sun,11,11,2023-11-19,30-223,LVR,@,MIA,L 13-20,3,4.9,0,0,8,30.8,WR,CartDe02
317,Ameer Abdullah,69.2,Sun,11,11,2023-11-19,30-159,LVR,@,MIA,L 13-20,14,23,0,0,18,69.2,RB,AbduAm00
320,Chris Moore,16,Sun,10,11,2023-11-19,30-156,TEN,@,JAX,L 14-34,30,75,0,0,4,16,WR,MoorCh00
321,Jamison Crowder,24.1,Sun,11,11,2023-11-19,30-155,WAS,NA,NYG,L 19-31,24,29.6,0,0,7,24.1,WR,CrowJa00
345,C.J. Ham,55.6,Sun,11,11,2023-11-19,30-120,MIN,@,DEN,L 20-21,10,13.5,0,0,15,55.6,FB,HamxC.00
388,Geoff Swaim,44.4,Sun,11,11,2023-11-19,30-064,ARI,@,HOU,L 16-21,24,39.3,0,0,8,44.4,TE,SwaiGe00
426,Byron Pringle,62.1,Sun,11,11,2023-11-19,30-002,WAS,NA,NYG,L 19-31,21,25.9,0,0,18,62.1,WR,PrinBy00
489,Dwayne Washington,66.7,Sun,10,11,2023-11-19,29-209,DEN,NA,MIN,W 21-20,0,0,0,0,18,66.7,RB,WashDw00
493,Trent Taylor,11.5,Sun,11,11,2023-11-19,29-203,CHI,@,DET,L 26-31,5,6.7,0,0,3,11.5,WR,TaylTr02
494,Robert Tonyan,50,Sun,11,11,2023-11-19,29-203,CHI,@,DET,L 26-31,13,17.3,0,0,13,50,TE,TonyRo00
496,Dare Ogunbowale,66.7,Sun,10,11,2023-11-19,29-199,HOU,NA,ARI,W 21-16,1,1.5,0,0,12,66.7,RB,OgunDa00
520,Patrick Ricard,12.5,Thu,11,11,2023-11-16,29-173,BAL,NA,CIN,W 34-20,24,36.4,0,0,4,12.5,FB,RicaPa00
569,Kalif Raymond,11.5,Sun,10,11,2023-11-19,29-103,DET,NA,CHI,W 31-26,13,21,0,0,3,11.5,WR,RaymKa00
576,Evan Engram,4,Sun,10,11,2023-11-19,29-078,JAX,NA,TEN,W 34-14,45,63.4,0,0,1,4,TE,EngrEv00
583,Demarcus Robinson,15.4,Sun,10,11,2023-11-19,29-059,LAR,NA,SEA,W 17-16,7,10.4,0,0,4,15.4,WR,RobiDe01
609,River Cracraft,3.8,Sun,10,11,2023-11-19,29-018,MIA,NA,LVR,W 20-13,21,30,0,0,1,3.8,WR,CracRi00
621,Tanner Hudson,21.9,Thu,10,11,2023-11-16,29-004,CIN,@,BAL,L 20-34,21,34.4,0,0,7,21.9,TE,HudsTa00
