rk,player,st_percent_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp,st_percent_18,pos,x9999
20,Matthew Slater,80.6,Sun,3,3,2023-09-24,38-015,NWE,@,NYJ,W 15-10,0,0,0,0,25,80.6,WR,SlatMa00
41,Brandon Bolden,89.7,Sun,3,3,2023-09-24,33-241,LVR,NA,PIT,L 18-23,0,0,0,0,26,89.7,RB,BoldBr00
61,Taysom Hill,48,Sun,3,3,2023-09-24,33-032,NOR,@,GNB,L 17-18,18,29.5,0,0,12,48,TE/QB,HillTa00
87,Kyle Juszczyk,10.7,Thu,3,3,2023-09-21,32-151,SFO,NA,NYG,W 30-12,42,50.6,0,0,3,10.7,FB,JuszKy00
102,Blake Bell,40,Sun,3,3,2023-09-24,32-048,KAN,NA,CHI,W 41-10,22,28.6,0,0,10,40,TE,BellBl00
143,Michael Burton,61.1,Sun,3,3,2023-09-24,31-235,DEN,@,MIA,L 20-70,7,11.3,0,0,22,61.1,FB,BurtMi00
182,MyCole Pruitt,29.6,Sun,3,3,2023-09-24,31-184,ATL,@,DET,L 6-20,18,26.9,0,0,8,29.6,TE,PruiMy00
194,Keith Smith,74.1,Sun,3,3,2023-09-24,31-169,ATL,@,DET,L 6-20,10,14.9,0,0,20,74.1,FB,SmitKe03
195,Chris Manhertz,38.9,Sun,3,3,2023-09-24,31-167,DEN,@,MIA,L 20-70,13,21,0,0,14,38.9,TE,ManhCh00
196,Robert Woods,6.9,Sun,3,3,2023-09-24,31-167,HOU,@,JAX,W 37-17,43,76.8,0,0,2,6.9,WR,WoodRo02
202,Jordan Akins,8.3,Sun,3,3,2023-09-24,31-158,CLE,NA,TEN,W 27-3,13,18.3,0,0,2,8.3,TE,AkinJo00
209,Jerick McKinnon,36,Sun,3,3,2023-09-24,31-144,KAN,NA,CHI,W 41-10,22,28.6,0,0,9,36,RB,McKiJe00
233,Tyler Lockett,2.9,Sun,3,3,2023-09-24,30-361,SEA,NA,CAR,W 37-27,61,81.3,0,0,1,2.9,WR,LockTy00
271,C.J. Uzomah,45.2,Sun,3,3,2023-09-24,30-253,NYJ,NA,NWE,L 10-15,28,44.4,0,0,14,45.2,TE,UzomC.00
276,Ty Montgomery,74.2,Sun,3,3,2023-09-24,30-245,NWE,@,NYJ,W 15-10,0,0,0,0,23,74.2,RB,MontTy01
311,DeAndre Carter,41.4,Sun,3,3,2023-09-24,30-167,LVR,NA,PIT,L 18-23,8,11.1,0,0,12,41.4,WR,CartDe02
342,Nelson Agholor,2.8,Sun,3,3,2023-09-24,30-123,BAL,NA,IND,L 19-22 (OT),52,72.2,0,0,1,2.8,WR,AghoNe00
357,Ameer Abdullah,62.1,Sun,3,3,2023-09-24,30-103,LVR,NA,PIT,L 18-23,12,16.7,0,0,18,62.1,RB,AbduAm00
359,Chris Moore,33.3,Sun,3,3,2023-09-24,30-100,TEN,@,CLE,L 3-27,18,37.5,0,0,8,33.3,WR,MoorCh00
360,Jamison Crowder,4.5,Sun,3,3,2023-09-24,30-099,WAS,NA,BUF,L 3-37,1,1.9,0,0,1,4.5,WR,CrowJa00
387,C.J. Ham,56,Sun,3,3,2023-09-24,30-064,MIN,NA,LAC,L 24-28,8,9.8,0,0,14,56,FB,HamxC.00
409,Hayden Hurst,2.9,Sun,3,3,2023-09-24,30-031,CAR,@,SEA,L 27-37,48,60.8,0,0,1,2.9,TE,HursHa00
410,Allen Robinson,3.4,Sun,3,3,2023-09-24,30-031,PIT,@,LVR,W 23-18,50,80.6,0,0,1,3.4,WR,RobiAl02
422,Mack Hollins,11.1,Sun,3,3,2023-09-24,30-008,ATL,@,DET,L 6-20,48,71.6,0,0,3,11.1,WR,HollMa00
423,Geoff Swaim,52,Sun,3,3,2023-09-24,30-008,ARI,NA,DAL,W 28-16,32,52.5,0,0,13,52,TE,SwaiGe00
425,Mo Alie-Cox,16.7,Sun,3,3,2023-09-24,30-005,IND,@,BAL,W 22-19 (OT),25,29.8,0,0,6,16.7,TE,AlieMo00
