Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Marcedes Lewis,0,0,1,0,0,25.4,Sun,13,14,2023-12-10,39-205,CHI,,DET,W 28-13,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,4,4.0,0,100.0,4.0,0,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,18,25.4,0,0.0,0,0.0,TE,LewiMa00
2,Joe Flacco,26,4,0,0,1,97.4,Sun,13,14,2023-12-10,38-328,CLE,,JAX,W 31-27,26,45,19,57.8,311,3,1,0,6.7,2.2,92.0,1,4,2.17,6.9,7.24,7.00,12.0,45.7,4,-1,-0.3,0,1,25.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,74,97.4,0,0.0,0,0.0,QB,FlacJo00
3,Matthew Slater,0,0,0,0,0,0.0,Thu,13,14,2023-12-07,38-089,NWE,@,PIT,W 21-18,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25,89.3,WR,SlatMa00
4,Jimmy Graham,0,0,2,1,0,15.4,Sun,13,14,2023-12-10,37-016,NOR,,CAR,W 28-6,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,16,8.0,1,100.0,8.0,2,100.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,8,15.4,0,0.0,0,0.0,TE,GrahJi00
5,Matthew Stafford,23,1,0,0,0,100.0,Sun,13,14,2023-12-10,35-306,LAR,@,BAL,L 31-37 (OT),23,41,18,56.1,294,3,0,0,7.3,0.0,103.1,2,12,4.65,7.2,8.63,7.95,12.8,37.2,1,-1,-1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,77,100.0,0,0.0,0,0.0,QB,StafMa00
6,Russell Wilson,21,6,0,0,0,100.0,Sun,13,14,2023-12-10,35-011,DEN,@,LAC,W 24-7,21,33,12,63.6,224,2,1,0,6.1,3.0,91.0,2,8,5.71,6.8,6.64,6.03,10.7,42.9,6,5,0.8,0,2,33.3,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,67,100.0,0,0.0,0,0.0,QB,WilsRu00
7,Julio Jones,0,0,0,0,0,23.6,Sun,13,14,2023-12-10,34-310,PHI,@,DAL,L 13-33,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,13,23.6,0,0.0,0,0.0,WR,JoneJu02
8,Travis Kelce,0,0,10,0,0,89.4,Sun,13,14,2023-12-10,34-066,KAN,,BUF,L 17-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,6,83,13.8,0,60.0,8.3,5,60.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,59,89.4,1,1.3,0,0.0,TE,KelcTr00
9,Latavius Murray,0,3,1,0,1,32.5,Sun,13,14,2023-12-10,33-326,BUF,@,KAN,W 20-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,3,9,3.0,0,1,66.7,1,1,21,21.0,0,100.0,21.0,1,100.0,0,0,0,,0,0,,0,0,0,1,0,0,0,0,25,32.5,0,0.0,0,0.0,RB,MurrLa00
10,Brandon Bolden,0,0,0,0,0,0.0,Sun,13,14,2023-12-10,33-318,LVR,,MIN,L 0-3,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,22,100.0,RB,BoldBr00
11,Randall Cobb,0,0,1,1,0,19.1,Sun,13,14,2023-12-10,33-110,NYJ,,HOU,W 30-6,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,15,15.0,1,100.0,15.0,1,100.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,13,19.1,0,0.0,0,0.0,WR,CobbRa00
12,Adam Thielen,0,0,7,0,1,81.3,Sun,13,14,2023-12-10,33-110,CAR,@,NOR,L 6-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,5,74,14.8,0,71.4,10.6,3,71.4,0,0,0,,0,0,,0,0,0,1,0,0,0,0,65,81.3,0,0.0,0,0.0,WR,ThieAd00
13,A.J. McCarron,1,0,0,0,0,8.3,Sun,13,14,2023-12-10,33-088,CIN,,IND,W 34-14,1,1,0,100.0,-1,0,0,0,0.0,0.0,79.2,0,0,0.00,-1.0,-1.00,-1.00,-1.0,0.0,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,5,8.3,0,0.0,0,0.0,QB,McCaA.00
14,Marquise Goodwin,0,0,0,0,0,11.8,Sun,13,14,2023-12-10,33-021,CLE,,JAX,W 31-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,9,11.8,0,0.0,0,0.0,WR,GoodMa00
